seed,noise_level,true_degree,true_coefficients,selected_degree,selected_coefficients,c1,c2,source_file,true_coeff_0,true_coeff_1,true_coeff_2,true_coeff_3,true_coeff_4,true_coeff_5,true_coeff_6,imse,imae,maxerr,metrics_success
3801,high,1,"[-4.222466973069125, -5.298258356571673]",1,"[-4.603343845464555, -5.105152027117746]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_high.csv,-4.222466973069125,-5.298258356571673,,,,,,0.08394747528194108,0.28432370766846665,0.3808757213154452,True
3802,high,1,"[10.948209288766549, -7.030757288255354]",1,"[10.459617773900526, -6.602709476698422]",0.0,1.0,polynomial_params_deg1_noise_level_high.csv,10.948209288766549,-7.030757288255354,,,,,,0.09065611604161414,0.27456760908755706,0.4885889633325231,True
3803,high,1,"[-13.959229483945448, -7.557071849210646]",1,"[-13.777821967540884, -7.9042252247238585]",0.0,1.0,polynomial_params_deg1_noise_level_high.csv,-13.959229483945448,-7.557071849210646,,,,,,0.010104277388165219,0.08696498387156613,0.18140544707155115,True
3804,high,1,"[7.183983623299589, 5.866952814454238]",1,"[6.665329990553832, 6.430434659515909]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_high.csv,7.183983623299589,5.866952814454238,,,,,,0.08258694807088841,0.24047906046475584,0.5186502739088112,True
3805,high,1,"[-7.955145318457396, -6.197566056478353]",1,"[-7.953133561734645, -6.2189011458194265]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_high.csv,-7.955145318457396,-6.197566056478353,,,,,,0.00011285483476299134,0.00884548355100193,0.01932320544282007,True
3806,high,1,"[-3.812482822400383, 7.199063539425721]",1,"[-3.7346219164483343, 7.341363167655705]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_high.csv,-3.812482822400383,7.199063539425721,,,,,,0.02389162671109726,0.14901072006704066,0.22015968595373092,True
3807,high,1,"[-0.6985568924604778, -5.603462547791738]",1,"[-0.6581473057367617, -6.369074267150258]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_high.csv,-0.6985568924604778,-5.603462547791738,,,,,,0.1660819831354398,0.34452911079418247,0.7251975689297749,True
3808,high,1,"[-5.402974936818653, -7.985567185886368]",1,"[-5.296882436284938, -8.703677248345606]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_high.csv,-5.402974936818653,-7.985567185886368,,,,,,0.10696354708651012,0.268636483381432,0.6120132813712669,True
3809,high,1,"[8.118277799589668, 7.255397205188922]",1,"[7.86688656438369, 7.8618619315806235]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_high.csv,8.118277799589668,7.255397205188922,,,,,,0.03333745791437571,0.15604760533520937,0.35506987613379515,True
3810,high,1,"[4.516109860144203, 4.834112584096333]",1,"[4.241861146023602, 5.193700404748116]",0.2,0.8,polynomial_params_deg1_noise_level_high.csv,4.516109860144203,4.834112584096333,,,,,,0.019696993356655274,0.11470785543430473,0.2742465706675894,True
3811,high,1,"[-14.824570884089455, -6.999368871203175]",1,"[-15.158396912935109, -6.942278634858998]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_high.csv,-14.824570884089455,-6.999368871203175,,,,,,0.09346804234550067,0.305280910673565,0.3338256885386919,True
