degree,noise_level,method,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem,bandwidth_mean,bandwidth_std,n_used,n_total,n_removed
1,high,cv,0.0894474520633243,0.004795707489178914,0.22894387479804584,0.006798584267200197,0.43723847211918376,0.01603610517156511,13.352933925839512,11.040670632273196,268,300,32
1,high,loocv,0.09304121821066805,0.005160018721191166,0.23160050408459792,0.006978797507889603,0.43774485097030413,0.016093390115693232,14.899852100373273,10.605486530823963,268,300,32
1,high,silverman,0.11288750079958997,0.0047740351649255405,0.25616922145075416,0.005837220143857682,0.40660744839983365,0.012497361639733915,0.15218966187797736,0.012796357167093554,262,300,38
1,low,cv,0.08028135692296914,0.004308864443463736,0.22042942566100487,0.006441991763912171,0.4230423171632169,0.01430827484554914,13.488176172741305,10.866163729095922,264,300,36
1,low,loocv,0.0819856821914016,0.004264093518493216,0.2224106296564467,0.006492920441503078,0.4280579937678274,0.014148291248753463,15.521376472532893,10.337892005959635,268,300,32
1,low,silverman,0.10854379934332989,0.004282147686844241,0.2531683862181082,0.00545224123888671,0.44294159397607913,0.015832939748270287,0.15246774156986256,0.01337019975397188,273,300,27
1,moderate,cv,0.0730962478149726,0.004100466714318663,0.20840938234741563,0.0065228249236523395,0.39170676788166525,0.01315237835143317,14.523415223042923,10.672077143339301,267,300,33
1,moderate,loocv,0.07614915500406393,0.004242977303882951,0.21258937779549844,0.00656092866411597,0.40432654564801285,0.013302692690658119,15.984271621660588,10.200555667294608,263,300,37
1,moderate,silverman,0.10116154105752471,0.00434874813976315,0.244413109084394,0.005884439448124091,0.4142770818362931,0.014011205099691474,0.1529230462329014,0.013477731772450704,265,300,35
2,high,cv,0.1790386563873041,0.008472316392671963,0.3218151961620259,0.008400904171966714,0.5383051435800635,0.01873730466305924,4.018719125745922,8.490027042323359,277,300,23
2,high,loocv,0.17224577779041408,0.008284907182084335,0.3146866631084341,0.008178860196968955,0.5409512642367269,0.019138196452585333,4.152522047545842,8.566391859501213,270,300,30
2,high,silverman,0.1600076910367044,0.007400749446558608,0.3097091614079994,0.008050207854227817,0.5136784066646214,0.017569764456315046,0.1514262879015539,0.012656242171288447,271,300,29
2,low,cv,0.2193069602299948,0.008728899765959369,0.35970459003789135,0.007678871593042626,0.6074988745551967,0.01734351695142057,1.4823637065382724,5.365466024218708,270,300,30
2,low,loocv,0.21385682853206353,0.008364600495112975,0.35394322845435444,0.007413007492906023,0.6086199035822278,0.017489997469373013,1.0865720864895,4.559612491530188,272,300,28
2,low,silverman,0.26757177239508656,0.014623137243777007,0.39841533274658236,0.01213597211909694,0.6406451128127023,0.021460715827997055,0.15039606290232685,0.012872015523909642,265,300,35
2,moderate,cv,0.18174055453944582,0.0070021804048433,0.33055993454817856,0.006812816034996346,0.569377885583564,0.017672751144841407,2.374959570892754,6.703383662221679,274,300,26
