true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
1,high,0.10446022879222058,0.00903268627395523,0.21969337456266713,0.00862662105834084,0.40670665857439253,0.016030856212193082
