true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
4,high,0.22537645176655616,0.028805880698065407,0.3182500400791336,0.008713999626213182,0.5140177534478374,0.019680750675142245
