true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
6,low,0.47319538959621693,0.1110358903145177,0.4046531550083042,0.012784457489370482,0.628788338054571,0.02352632382188034
