true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
6,high,0.23109690357229073,0.013930909232219063,0.34097163753665777,0.008524637548228051,0.5472819014364243,0.01972991793054545
