true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
4,moderate,0.2433793282058116,0.02000924370847882,0.332752577250412,0.009286771193835062,0.5509935858212959,0.026077082778285396
