true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
2,moderate,0.15416298203737042,0.008674699299637902,0.293196163984178,0.007954018883948921,0.4626990655823599,0.01756536335560063
