true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
5,low,0.26396344285146656,0.016239581480111547,0.3590667969586594,0.009528038954928169,0.5835031012929104,0.023675962953632695
