true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
3,moderate,0.2455887188895001,0.02882777158276039,0.33317837336995526,0.010729238189177972,0.5504612898129398,0.028469671005811582
