true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
2,high,0.20408067387853804,0.03170468062204103,0.29435051120820493,0.00995188268134055,0.5207087715446533,0.023424289567884435
