true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
4,low,0.24708520640268575,0.01599103264683511,0.3578605352233571,0.009446735692494832,0.5735626897697066,0.018324554823771308
