true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
5,high,0.2581436466972764,0.024099186124257894,0.3405165766407942,0.009602898570574819,0.5200448249634005,0.020067002200174825
