true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
3,high,0.1546854911134669,0.00916416579828548,0.2832666661259862,0.00761833661693789,0.47610255089611986,0.018224565048476072
