true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
1,moderate,0.09063036740259536,0.00789304714419594,0.21069944004279553,0.00833524527216799,0.41133126763724004,0.0170362904262025
