true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
5,moderate,0.29388070255361376,0.031450957593574545,0.3510617073213913,0.0108690927757095,0.574083203512926,0.030412934914768097
