true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
1,low,0.100949643905626,0.00817671817029211,0.2257523768267759,0.008211279094579084,0.420546448012817,0.014719926838747552
