true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
6,moderate,0.2949918988782798,0.037074469929893175,0.3603276526087592,0.012145389177571023,0.6218487633409677,0.028414496272258522
