true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
3,low,0.24609499261181733,0.030928986062564594,0.3286143204743353,0.00887536935898484,0.5264275693338892,0.02032053175584386
