true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,high,3719,4,0.42857142857142855,0.5714285714285714,"[5.511477005247221, 41.700698292552666, -128.7773495009821, 168.86289434580956, -74.34760436562848]"
1,high,3720,1,0.2,0.8,"[-7.234317001178737, -6.578130991711861]"
1,high,3721,2,0.0,1.0,"[-6.48728997784021, 0.867755760743593, 5.530189669905952]"
1,high,3722,1,0.5,0.5,"[9.279837092593429, 9.961457344146602]"
1,high,3723,1,0.8,0.2,"[13.900204594512818, 5.793296435237921]"
1,high,3724,1,0.3333333333333333,0.6666666666666666,"[9.750472118447037, -8.787939350751852]"
1,high,3725,1,1.0,0.0,"[1.7889018728465087, -6.989509121221144]"
1,high,3726,4,0.0,1.0,"[-17.72853499991319, 12.341661681455703, -88.03354197675337, 157.21081500097014, -87.8188904129634]"
1,high,3727,2,1.0,0.0,"[17.340148181151118, 16.073739351753332, -3.1615617634977418]"
1,high,3728,1,0.2,0.8,"[8.275142075732195, -7.093875375949008]"
1,high,3729,1,0.42857142857142855,0.5714285714285714,"[5.251923357406201, -5.972374910433549]"
1,high,3730,1,0.5,0.5,"[5.942778289914673, 5.7752045643213705]"
1,high,3731,1,1.0,0.0,"[-7.4518173260992615, 7.138564988135832]"
1,high,3732,1,0.5,0.5,"[7.810344271702602, 6.709716182678422]"
1,high,3733,1,1.0,0.0,"[-4.74122682565869, -4.699264057131647]"
1,high,3734,2,0.6666666666666666,0.3333333333333333,"[-6.207749563696754, -2.0085715816297536, -4.382368971118758]"
1,high,3735,1,0.8,0.2,"[8.189796729821916, 5.431862876247257]"
1,high,3736,1,0.42857142857142855,0.5714285714285714,"[-1.5272998710270103, -4.301108630049112]"
1,high,3737,2,0.5,0.5,"[12.890555146216672, -12.748731355382365, 5.313336889849291]"
1,high,3738,1,0.3333333333333333,0.6666666666666666,"[13.118845657373658, -7.154993712947659]"
1,high,3739,1,1.0,0.0,"[34.68287205081562, 16.126182854690978]"
1,high,3740,2,0.6666666666666666,0.3333333333333333,"[7.101995121877093, -4.205691704638341, -5.407730809392484]"
1,high,3741,2,0.3333333333333333,0.6666666666666666,"[13.359136915760176, 10.494835815832216, -4.216621670016717]"
1,high,3742,1,0.8,0.2,"[6.522926642013652, 5.748840596631844]"
1,high,3743,5,0.3333333333333333,0.6666666666666666,"[11.612695540315814, -32.27657873658134, 322.664170232676, -870.3293444119995, 929.7536366031176, -340.97482857617825]"
1,high,3744,1,0.2,0.8,"[3.4499196087672357, -4.423564045260603]"
1,high,3745,2,0.0,1.0,"[-9.667935887290808, 17.76655280242938, -7.485908563229703]"
1,high,3746,1,0.5714285714285714,0.42857142857142855,"[-4.52834515968843, -5.237316566646775]"
1,high,3747,1,0.8,0.2,"[-8.125033500115656, 9.567489491628315]"
1,high,3748,1,0.2,0.8,"[5.07945883722077, -8.172842996539599]"
1,high,3749,1,0.8,0.2,"[9.461089404241337, -10.889287869240023]"
1,high,3750,1,0.0,1.0,"[-16.10775219702701, -7.897288336281732]"
1,high,3751,1,1.0,0.0,"[-8.875682276944714, 13.8403033333298]"
1,high,3752,1,0.8,0.2,"[2.7224054030220906, 5.7062673029009146]"
1,high,3753,1,0.5714285714285714,0.42857142857142855,"[11.028434925350517, -6.867279078985416]"
1,high,3754,1,0.42857142857142855,0.5714285714285714,"[16.15600529391776, 8.145036696532365]"
1,high,3755,1,0.6666666666666666,0.3333333333333333,"[-10.831012522117154, 5.344054340779945]"
1,high,3756,1,0.2,0.8,"[-12.11558172471543, 10.016032233157818]"
1,high,3757,1,0.42857142857142855,0.5714285714285714,"[-12.975514101654436, 6.673955064448524]"
1,high,3758,2,0.3333333333333333,0.6666666666666666,"[-1.3336649509527005, 1.4762165038601514, 4.915116818724704]"
1,high,3759,1,0.6666666666666666,0.3333333333333333,"[4.215267754986957, -4.926620234113799]"
1,high,3760,1,0.5,0.5,"[5.469765362264625, 6.242017007903191]"
1,high,3761,1,0.6666666666666666,0.3333333333333333,"[9.38854635182669, -8.82647133781519]"
1,high,3762,1,0.6666666666666666,0.3333333333333333,"[5.709951450543035, -10.799442129912586]"
1,high,3763,1,0.8,0.2,"[4.654500308807992, 7.221181781692328]"
1,high,3764,1,0.2,0.8,"[2.746817205115127, -4.747512435055739]"
1,high,3765,2,0.2,0.8,"[-4.058348953996448, 1.8594482844049027, 4.329030281073115]"
1,high,3766,1,0.8,0.2,"[-12.064519245091635, -13.673581501427838]"
1,high,3767,1,0.2,0.8,"[-8.77417809055665, -6.314595736952999]"
1,high,3768,1,0.42857142857142855,0.5714285714285714,"[-2.3016385097035634, 6.620022698623705]"
1,high,3769,2,0.5,0.5,"[13.015398075418423, 9.14230164152792, -3.0855519887549505]"
1,high,3770,1,1.0,0.0,"[-6.435029835172444, 7.50505568217393]"
1,high,3771,1,0.3333333333333333,0.6666666666666666,"[3.0548930126637535, 5.473355578262254]"
