true_degree,noise_level,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem
2,low,0.15592592956762283,0.014771970308797532,0.27632566006708226,0.008319374086972526,0.50685287304288,0.0232988506732637
