degree,noise_level,method,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem,bandwidth_mean,bandwidth_std,n_used,n_total,n_removed
5,low,loocv,1.145734720150741,0.4779126868971914,0.4747167288494947,0.019950899925070254,0.9459604842020722,0.0707040140570635,0.9313686482008969,4.245750631294523,300,300,0
5,low,silverman,0.7859452273593697,0.06962804288718434,0.605627862108487,0.0212580734066927,1.1196223822449334,0.043559699257361105,0.1528023491656183,0.013435432232530433,300,300,0
5,moderate,cv,0.4702240655244403,0.07312697210806214,0.4138220309780069,0.01192873915441245,0.8194531887953078,0.05415465349927276,1.7194330909288678,5.7941666892175085,300,300,0
5,moderate,loocv,0.5341555872054484,0.16375144291969768,0.4069446442024024,0.014339479855153449,0.8210037815754266,0.05525142898759396,1.4451122162156351,5.303776809288783,300,300,0
5,moderate,silverman,0.4132577772067761,0.030753070452947145,0.45404033476210315,0.014170003905825077,0.8239489696558748,0.03248625738504936,0.15279978409780537,0.013744946049485049,300,300,0
6,high,cv,0.3156266427500322,0.03066982581137586,0.3848387915674013,0.010045175293410745,0.7523545354695803,0.03969141793923462,1.6195928909142014,5.6697066171823565,300,300,0
6,high,loocv,0.47976950465420676,0.14039271911315415,0.3916222728550355,0.012855294485823704,0.9590701639522626,0.16525494528107298,1.6937726489080545,5.811360410416929,300,300,0
6,high,silverman,0.320134499583939,0.03475311372298665,0.396237090627431,0.012398365918086456,0.6834960581952076,0.026431557571080982,0.15218093436773453,0.013099747191829594,300,300,0
6,low,cv,0.6548596236673202,0.10338761917818517,0.47050601346495124,0.013033631614971201,0.9208504888627469,0.0524545672249956,0.7440685529176659,3.8773502534854343,300,300,0
6,low,loocv,0.6523076227202221,0.09811453155505091,0.4680912407106117,0.012910552850721178,0.8536836752132593,0.03295818604022908,0.9759065469388772,4.563478701521935,300,300,0
6,low,silverman,0.9720951992621313,0.07334544937100816,0.6604086892467164,0.022192184551784355,1.2806301686869501,0.05140549739816819,0.15167840728068982,0.013122157599821637,300,300,0
6,moderate,cv,1.8169592868311588,1.303397410008946,0.43640493909956757,0.025050811167949338,0.8646600802779926,0.1023219103027217,0.8822154869080134,4.089043955308323,300,300,0
6,moderate,loocv,1.7369906420650583,1.2820628792963624,0.4311076256571002,0.024514276613113898,0.8316071562001494,0.07546708346638248,0.8564614691451853,4.0379911958581385,300,300,0
6,moderate,silverman,0.5909359094484663,0.07950193549250992,0.4991057001384231,0.018420586154735154,0.9401990744393934,0.04301358637342975,0.15085863856719706,0.012198065165354066,300,300,0
