generation_type,method,n_total,n_valid,n_outliers_removed,imse_mean,imse_sem,imae_mean,imae_sem,maxerr_mean,maxerr_sem,bandwidth_mean,bandwidth_std
deterministic,silverman,300,259,41,2.1349098509243145,0.1006891500599204,1.1210555231843613,0.023412298038301457,2.015340840006174,0.08167333079295971,0.9499485553598678,0.1823229739432756
deterministic,cv,300,269,31,1.362881228832762,0.06214632596710953,0.9477321024557397,0.020424289293310974,1.7959095913851852,0.05928856309976414,66.51516521353939,69.19405998383846
deterministic,loocv,300,271,29,1.3535595503258948,0.06104648042926475,0.9491258848890347,0.02047355583883806,1.7645139540258614,0.052051614430142605,69.19372056710893,68.19595917259772
stochastic,silverman,300,262,38,2.6354413215478316,0.14620849030260882,1.1912517816862902,0.02796569013253964,2.227534633292975,0.11269934738758089,0.9637485211378533,0.203814136980807
stochastic,cv,300,264,36,1.4378125925023018,0.06286080612205731,0.9742751665676215,0.021442622324014008,1.7765814542675669,0.053369644584092345,65.21232599866222,70.8327759176403
stochastic,loocv,300,264,36,1.408048548963134,0.059294467773545134,0.9749780894430241,0.021070271142954466,1.7598323085127017,0.04918337953878622,67.04398104461184,70.6296967187482
