generation_type,dataset_id,method,imse_integral,imae_integral,maxerr_integral,bandwidth
deterministic,7,silverman,2.7285245632965083,1.4415328103132607,2.7341918664381093,1.1092124990367465
deterministic,7,cv,5.360347607346425,1.7999105706268148,5.839813954821543,0.4075215464776039
deterministic,7,loocv,1.2586386522511184,0.966491318048096,2.0811617414796757,164.62099553544581
deterministic,8,silverman,2.8374542319009364,1.6067618709494074,2.491020532843445,0.8471806110979242
deterministic,8,cv,2.5246175746860415,1.556035781639634,2.0281780138942374,125.7321142551903
deterministic,8,loocv,2.524617574462493,1.5560357815819104,2.028178013756382,125.7321645459338
deterministic,9,silverman,6.707442743643708,2.3027443954435123,4.931043114537457,1.0255173230245849
deterministic,9,cv,2.1199091039624087,1.398483898108296,2.6003544714383624,7.994200600829737
deterministic,9,loocv,2.1237804821780175,1.3999295460259265,2.6032371655455337,7.920115680452119
deterministic,10,silverman,16.002369775932735,2.882173937374878,2.0293278206089527,0.7952100900203881
deterministic,10,cv,14.418742596581376,2.812828848704336,2.197677556802234,0.7305138181179941
deterministic,10,loocv,20.45058617648197,2.9630770568824722,1.3050424550555024,1.127819801802362
deterministic,11,silverman,6.909125921491741,2.032261097478995,5.416113461346505,0.4942723597650721
deterministic,11,cv,6.190094127838275,1.9579732579285976,4.834346917663588,73.35624060996516
deterministic,11,loocv,6.190094126513184,1.9579732577799367,4.834346916835917,73.35621118476382
deterministic,12,silverman,1.6897205693390274,1.1634743796167748,2.8854265069538134,0.8028461874785741
deterministic,12,cv,0.8694537983769082,0.9052665465144489,1.0290047151564377,119.15243745415593
deterministic,12,loocv,0.8694537983832598,0.9052665465178955,1.0290047151615414,119.15242525012508
deterministic,13,silverman,0.8642982301152103,0.7672194400671045,0.9474920340097981,1.1386444134705835
deterministic,13,cv,0.9008746037017203,0.7302470127873258,0.7890901587594941,1.7789695474403633
deterministic,13,loocv,0.9030745615202237,0.7329658997039615,0.7960235906588733,1.7478764405808804
deterministic,14,silverman,1.929548289427227,1.177833093490689,1.2187917109265125,0.9127442778563662
deterministic,14,cv,1.4121305060491371,1.1692729037792113,1.4771118686977032,135.46249308015913
deterministic,14,loocv,1.4384733016255005,1.1787530160968704,1.48719045607887,12.336924353200533
deterministic,15,silverman,0.4099175067523995,0.5762363912104338,0.8006629048248446,1.0396678076078305
deterministic,15,cv,0.2870579715052106,0.5050211824431549,0.7893612683845861,2.422036164199665
deterministic,15,loocv,0.2872988693564577,0.49924565258449627,0.8219463493490609,2.704505777735101
deterministic,16,silverman,3.0808744226325606,1.5154693310409941,2.9935389063315148,1.039762666340521
deterministic,16,cv,1.878286465646556,1.2741254385881353,2.01875889764376,7.219505969676209
deterministic,16,loocv,1.9669560888512774,1.2968749261429076,2.1279984736927244,154.3137023831669
deterministic,17,silverman,1.3796320348912385,0.8553549410458772,1.302871374745226,0.8651255790979263
deterministic,17,cv,0.4154017018133449,0.6002137929675893,0.950155499322201,128.3951674547176
deterministic,17,loocv,0.4154017022883111,0.6002137932189624,0.9501555003687381,128.3955436689267
deterministic,18,silverman,1.3173846152128124,0.953373544542165,1.4655226217662787,1.2079359974494976
deterministic,18,cv,0.8511010608471219,0.6832789026860823,2.249883966863767,179.2728628303573
deterministic,18,loocv,0.8511010608079626,0.6832789026466844,2.2498839668986976,179.27292168559603
deterministic,19,silverman,0.9166683440535679,0.8633864146803863,1.2203114896206337,0.9995666626097387
deterministic,19,cv,0.8966525778214712,0.8289266138268359,1.4338079048410421,2.2520232603140924
deterministic,19,loocv,0.8995995650983425,0.8262928306851249,1.4853757974964876,2.3906009309912926
deterministic,20,silverman,2.075704215530689,1.388578144766097,1.9833685304930748,0.6915987505497729
deterministic,20,cv,2.5542614881489403,1.5030740943347853,2.351322304891235,102.64195216887802
deterministic,20,loocv,2.5542614874814706,1.503074094152879,2.351322304060556,102.64176035665741
deterministic,21,silverman,2.7993517806566084,1.3555476248032383,3.8144164010189847,0.9227217588645449
deterministic,21,cv,2.2510843414257984,1.1878536190109812,2.6574964352163395,12.872227342106301
deterministic,21,loocv,2.1726577542581595,1.1702306312650435,2.56714581245515,9.394474604123824
deterministic,22,silverman,1.241657378090847,1.0598415131104932,1.5624545648522739,0.9941578453990471
deterministic,22,cv,1.1186521878472662,1.0358752682554095,1.176717652073591,147.5453940057751
deterministic,22,loocv,1.1114839711553541,1.032912513829333,1.17415568526439,20.25436504335109
deterministic,23,silverman,0.4292684805636215,0.598467817824867,1.0124139677924724,1.1681136168985267
deterministic,23,cv,1.2844960003311459,0.9899685353023168,1.7113941939150161,6.728960824603513
deterministic,23,loocv,0.47603168436773385,0.6610378139725157,0.9554414764613415,2.031995733678161
deterministic,24,silverman,1.4896119315216128,1.0846943603138677,1.044206341405464,1.5017354337866837
deterministic,24,cv,0.999689913136202,0.9751654973441874,1.3007490037492657,222.8759438875914
deterministic,24,loocv,0.9996899129763237,0.975165497286207,1.300749003586733,222.87580686315715
deterministic,25,silverman,58.857028531722655,4.893483772990238,23.475138874647588,0.5976537209075221
deterministic,25,cv,1.2516771324699412,0.8807736608300009,2.605671709204241,88.69936690508285
deterministic,25,loocv,1.251677129321709,0.8807736603743451,2.6056717006137973,88.69916711438304
deterministic,26,silverman,2.8776648509330887,1.2877155972374306,0.774318531724713,0.7039059289284059
deterministic,26,cv,1.6375203123662865,0.9488126680829798,0.6785631978977023,1.3728917138020795
deterministic,26,loocv,2.9294316923356902,1.305841982624363,0.7897012681291402,0.6628816361061295
deterministic,27,silverman,1.4173592846984617,1.0460963110013195,2.1126632109400627,0.7995765537469338
deterministic,27,cv,0.4245578020809923,0.5269779071662084,1.6999988424608143,3.6130612893391256
deterministic,27,loocv,0.4048044727016441,0.5148840016052741,1.6552850469884182,3.75184498679663
deterministic,28,silverman,91.42628216576698,5.552490776821308,29.891330685490228,0.6769023562336153
deterministic,28,cv,1.4410516347804632,1.1846843060621726,1.439507829045297,100.4606127348016
deterministic,28,loocv,1.4410516340717832,1.1846843057908318,1.4395078285452925,100.46079392323527
deterministic,29,silverman,4.922369988281814,1.579784791231122,2.226023993193011,0.9768096909075354
deterministic,29,cv,1.1777615358642215,1.0237051090518032,1.5471670974844085,144.97056850918102
deterministic,29,loocv,1.1777615347011847,1.0237051086655236,1.5471670964393986,144.97047054196543
deterministic,30,silverman,1.537796658545387,1.0019616708870789,1.081479921320633,1.0889779736861256
deterministic,30,cv,1.3481426994644603,1.1026252313858471,1.6308263223157027,161.6179639943554
deterministic,30,loocv,1.3481426996242347,1.1026252314270844,1.6308263224896413,161.61803441420946
deterministic,31,silverman,9.569084150082906,1.9942240435481438,2.922032170620608,0.8208494873548389
deterministic,31,cv,1.4645222083584708,1.057841489006131,2.4732191560884367,121.82406393578562
deterministic,31,loocv,1.4645222082717824,1.0578414889517378,2.4732191559730334,121.8241057495447
deterministic,32,silverman,2.7404267342406925,1.361281743867278,3.663867834477706,0.8120164797751996
deterministic,32,cv,1.6772160788857122,0.9830890640350183,0.8989978097268498,2.040091733595553
deterministic,32,loocv,1.7680613094438984,1.009404887692886,0.7814707085902182,1.9082447676707417
deterministic,33,silverman,2.3814203204041475,1.2897154594647,1.383814746066038,0.982795002306142
deterministic,33,cv,0.3975495158683341,0.541764830647085,0.7263471176499425,3.56074219244626
deterministic,33,loocv,0.4524444327448112,0.5710609283024792,0.7173939891927017,3.251603321815269
deterministic,34,silverman,1.6056429317640062,1.1682729849097089,1.947408577165288,0.9617638154491709
deterministic,34,cv,1.3964249664469168,1.1448948402852421,1.3787591216056392,4.2192994014615275
deterministic,34,loocv,1.2652478313385314,1.0893156567917706,1.2430885673199459,5.361031744925617
deterministic,35,silverman,1.3665192378467328,0.920083793821099,1.3939172756316003,1.0535172122826078
deterministic,35,cv,1.987340764538779,1.309338293565588,2.119578712608761,156.35508883766667
deterministic,35,loocv,1.9873407644723953,1.3093382935332412,2.1195787122642002,156.35518947736884
deterministic,36,silverman,0.7995059003856924,0.7652424860465176,0.7041669898989382,1.0527070512717844
deterministic,36,cv,1.0343381758784762,0.8708183509070991,1.8499598013204497,0.8683817553179355
deterministic,36,loocv,1.1701701319948765,0.9241060179487995,1.9707135268822151,0.7764834412354658
deterministic,37,silverman,1.277075828807739,1.0772723785977023,1.7145667617408067,0.9732160803211966
deterministic,37,cv,1.0648463713073781,1.0151590477615855,1.2993186552166862,3.0650511070420814
deterministic,37,loocv,1.2674883315864676,1.0923057314493752,1.5075543103879474,12.158454352708034
deterministic,38,silverman,1.6219025013759814,0.9958305882087327,2.7178146243591854,0.9893440267710413
deterministic,38,cv,0.5923975482665882,0.55100385572587,1.943580049136242,146.83089759151696
deterministic,38,loocv,0.5923975482342754,0.5510038557187327,1.943580049053817,146.83092576489497
deterministic,39,silverman,7.430824680460657,2.5146311383916182,4.419796929020368,1.0766225954417574
deterministic,39,cv,9.282038224598029,2.7157611846722607,5.355225533906278,0.37412550086107277
deterministic,39,loocv,9.292505730029733,2.7153377921703306,5.3528699969581,0.3547320156262119
deterministic,40,silverman,10.249814623337087,2.677818516050065,4.531283703877742,0.4790683289748264
deterministic,40,cv,10.261872198110096,2.6852351571447364,4.531137740921431,0.4673993743688439
deterministic,40,loocv,8.205291593336009,2.2776595233059944,5.620736459516117,71.09961941621414
deterministic,41,silverman,3.07781589569,1.6353856832076201,3.1808544185327587,1.0412643034068558
deterministic,41,cv,2.8821025145912103,1.5867925556211873,2.9854337248890834,1.9767348408839716
deterministic,41,loocv,2.869039051695263,1.5841066955372973,2.998136985531093,1.8908875169153818
deterministic,42,silverman,1.0514206079508277,0.9746060751164809,1.3253821442303129,0.703996539339954
deterministic,42,cv,0.8120820815002481,0.8795014107113236,1.0625964156434855,104.48190658843866
deterministic,42,loocv,0.8120820814817279,0.879501410701024,1.0625964156246415,104.48190285827121
deterministic,43,silverman,1.5242887041189586,0.966068393130302,1.1543946967469294,0.8633483651482994
deterministic,43,cv,0.6641367050254223,0.6905679539831927,1.815944606232781,128.1313898212721
deterministic,43,loocv,0.6641367044084647,0.6905679538452139,1.8159446044167056,128.1316312882226
deterministic,44,silverman,1.4870945497544004,1.024001155507598,1.0442854702483184,1.1278053463750375
deterministic,44,cv,1.064631289968875,1.011535216811885,1.2998408262075036,167.38030188519838
deterministic,44,loocv,1.0646312899645285,1.0115352168102258,1.2998408262076757,167.38029551254508
deterministic,45,silverman,1.5526283137135388,1.0569441464266123,1.1395771911425454,0.9796344669604514
deterministic,45,cv,1.4659650233806376,0.9636717960215083,0.9494899127934286,1.5648878028945794
deterministic,45,loocv,1.5243673913344913,1.0240652460988349,1.0657524891525174,1.194488700640388
deterministic,46,silverman,2.3432550339420857,1.1348750692157998,3.185082978698926,0.7601280003418731
deterministic,46,cv,2.063862635378343,1.0886929352708181,2.7309363411832104,112.81250650939504
deterministic,46,loocv,2.063862635622352,1.08869293532695,2.7309363414104015,112.81252460525937
deterministic,47,silverman,9.099820823309486,2.1488803566422106,1.2596783752594423,0.6560322126317837
deterministic,47,cv,1.7571613763317235,1.267663602367004,1.8285684214386106,97.36321149039868
deterministic,47,loocv,1.7571613756046291,1.267663602059855,1.8285684211596642,97.36342342643562
deterministic,48,silverman,185.47499859300197,6.832199970303408,47.10388055733017,0.5767649378802598
deterministic,48,cv,2.8992212725603315,1.4623874795468454,2.9467921545301494,1.5913310517376102
deterministic,48,loocv,3.39820167339487,1.5501536009330332,3.6668944577654385,1.7929396567901756
deterministic,49,silverman,1.0855693978730674,0.9397177692636766,2.2323151063835867,0.9857530971868653
deterministic,49,cv,1.351091012664465,1.113958524936175,2.036729163870704,146.2982251392297
deterministic,49,loocv,1.3510910126230125,1.1139585249181692,2.0367291638170846,146.29812031441276
deterministic,50,silverman,20.352468863501862,2.768238471252003,1.3166696385721555,0.6184569865388359
deterministic,50,cv,0.9349355790811812,0.662512935171211,1.0323003726650324,1.1712252638991896
deterministic,50,loocv,0.42208177138930525,0.5400488141208376,1.1707091259969167,2.9449294504742634
deterministic,51,silverman,2.38997260970986,1.267773332892397,2.8405197094410752,0.9631953109488502
deterministic,51,cv,2.4382120487083676,1.27961380366319,2.83052020283021,0.8966000173963009
deterministic,51,loocv,2.194375491711886,1.2232830094627294,2.9986163501943826,1.35723945096223
deterministic,52,silverman,2.9405966057650463,1.2179407604942845,5.014153884986195,0.8627200430329713
deterministic,52,cv,0.2899320720606166,0.3762574456079272,1.4522078264033524,128.03838178108674
deterministic,52,loocv,0.28993207214395933,0.3762574456213595,1.4522078267570993,128.03843328157333
deterministic,53,silverman,1.0731198341881483,0.833195610434695,1.0176770881226813,1.1401989927338032
deterministic,53,cv,1.2985371844076745,1.040310926933035,1.7423990415425616,169.2195547657535
deterministic,53,loocv,1.2985371845298574,1.0403109269632436,1.742399041718743,169.2195884285595
deterministic,54,silverman,39967.20411311191,71.90180247406356,6.13723662436608,0.48002838986650576
deterministic,54,cv,6.308632518047665,2.016354309184951,4.5713574727934025,71.2421804443661
deterministic,54,loocv,6.308632520451707,2.016354309498805,4.571357474142391,71.24223690980287
deterministic,55,silverman,5.941253817243569,1.7329022339560844,5.995730746861309,1.0819521308263502
deterministic,55,cv,1.631853010319774,1.011763986133225,2.2445955397822943,9.406551898026557
deterministic,55,loocv,1.6887011684690718,1.0294168348031565,2.3300927198480403,160.57494694595917
deterministic,56,silverman,4.134881315836574,1.8561857645183046,1.4623750113058787,0.8486181287581135
deterministic,56,cv,2.9595670180977223,1.678001359245074,2.3129306237411447,4.401574032887163
deterministic,56,loocv,2.743993989240054,1.6228684619287268,2.1089380724021742,125.9454066485555
deterministic,57,silverman,0.6706214286091905,0.643012381088806,0.6614268809269703,1.1786920741292573
deterministic,57,cv,1.4778619936427222,0.9731213996353432,2.158583801086238,174.93255929694033
deterministic,57,loocv,1.4778619934925628,0.9731213995983079,2.1585838009275102,174.9324968100517
deterministic,58,silverman,0.5507662737452012,0.6111145735780543,1.0417294164057873,0.9427608776187565
deterministic,58,cv,0.3167268002750765,0.5177045360436131,0.7885666996184351,2.7530903612161617
deterministic,58,loocv,0.30325190341027264,0.4876874717488069,0.8637767117655735,2.0599376593265784
deterministic,59,silverman,4.460805838740104,1.8193762553322594,3.7099825264668276,0.6386403325781915
deterministic,59,cv,5.167534016558928,1.818598957841464,4.133312487269409,94.78227339180917
deterministic,59,loocv,5.1675340102873655,1.8185989569709704,4.133312482817091,94.78213670414262
deterministic,60,silverman,1.4746755438830246,1.0033787223889732,2.039615931816401,1.1740511939897895
deterministic,60,cv,1.249929331778199,1.0557035918370472,1.5895383189117993,174.24369562019766
deterministic,60,loocv,2.388896422625047,1.2747257313710791,3.82632734740387,0.43063609142610865
deterministic,61,silverman,0.5409765938174581,0.5695870664886045,0.7539934504913244,0.9403957982531237
deterministic,61,cv,0.8399388734311694,0.8435235733508489,1.364388975760727,139.56633443253224
deterministic,61,loocv,0.8399388733531842,0.8435235733227335,1.3643889756770664,139.5663076472369
deterministic,62,silverman,2.256325000533747,1.317992511803774,2.7116403387446533,1.0029325876087924
deterministic,62,cv,1.3145124473493313,1.1024843436344027,1.5657501159307536,148.847458064465
deterministic,62,loocv,1.3145124484183173,1.102484343980227,1.5657501164636736,148.84783002235056
deterministic,63,silverman,0.7483259498403949,0.7240266332670827,1.195644080634569,1.0066507802540945
deterministic,63,cv,5.073264425644876,1.5944472155496185,7.1864551778211325,0.4566528652465472
deterministic,63,loocv,1.030633105786015,0.8260428343777961,1.8919809416062048,3.186510824387504
deterministic,64,silverman,0.703751085940011,0.5843443483644951,1.0068844499504812,0.9497977824556783
deterministic,64,cv,0.4534592413526798,0.45192240470197775,0.8977687724214369,1.1781031973101026
deterministic,64,loocv,0.5111664482496445,0.6877645020702237,0.8748790291431221,140.9619469466149
deterministic,65,silverman,0.6581470301883708,0.6501424317300791,1.316375485533624,0.9793531210390043
deterministic,65,cv,0.7752249120725668,0.7558756268064235,1.6233445438036045,3.456186901944111
deterministic,65,loocv,0.7612723326843367,0.7518311070613977,1.5643720549723616,3.153852984425679
deterministic,66,silverman,1.0450308082766901,0.8930304839935319,1.8530469640951586,1.080962978636867
deterministic,66,cv,0.45326471681086866,0.5736510049286256,1.0824378329907458,1.9601470452278356
deterministic,66,loocv,0.6105932051412912,0.6627249634820225,1.3594322416414584,1.5745087326777456
deterministic,67,silverman,1.5030780977028921,1.1153556123909525,2.355641860239834,1.4032596882644703
deterministic,67,cv,2.150572689060473,1.4407124067475672,2.165404443045127,2.8031571685637573
deterministic,67,loocv,1.4919450626864772,1.0977698257384754,2.37350614886546,1.3644226649022693
deterministic,68,silverman,2.6705906628751825,1.4121481867426344,3.002828380750878,0.8810082254731147
deterministic,68,cv,2.8930340305894706,1.462943662227428,2.896202640323834,130.7524838758571
deterministic,68,loocv,2.8930340305362483,1.462943662214096,2.8962026402588728,130.75247564818957
deterministic,69,silverman,1.192746117130866,0.9733152797993585,1.764687478425452,1.417703957221784
deterministic,69,cv,8.708325592138644,2.0297712806033257,10.745362634416283,0.11881795922862552
deterministic,69,loocv,1.783999412943911,1.2376226428566452,2.2083014161865417,1.0229390491142112
deterministic,70,silverman,3.0112727412908464,1.2704504184701546,4.356684186690915,0.6485401000099701
deterministic,70,cv,0.43460222841190543,0.6279710412024344,0.7978511140959186,96.25123047042723
deterministic,70,loocv,0.4346022285206538,0.6279710414111327,0.7978511150720222,96.25151715552204
deterministic,71,silverman,1.1842022195842978,0.9366224287503278,1.6706149414236589,1.214783395480647
deterministic,71,cv,1.5184147179818865,1.199672330569505,1.5759434822844067,2.7438386693397523
deterministic,71,loocv,1.5343604417796453,1.2065222839448977,1.580388839808131,2.8164538129719565
deterministic,72,silverman,1.6171918729422177,1.1150555282125254,1.2027562475290365,0.8229258771794462
deterministic,72,cv,1.3009936983990829,1.088768691837593,2.028529295485597,122.13245876527131
deterministic,72,loocv,1.3009936982392174,1.0887686917412072,2.0285292954516487,122.13251958488652
deterministic,73,silverman,0.8390049913831283,0.8379648006122168,1.2238716694123375,0.9201613034755134
deterministic,73,cv,0.6546517354236281,0.7223445099915963,1.1745551583254275,2.719726600921567
deterministic,73,loocv,0.6476697440561794,0.7180345524245717,1.193388637254208,2.8116831497433457
deterministic,74,silverman,0.7946240402957585,0.7419007984214975,0.7087219686483694,0.9633951376850535
deterministic,74,cv,0.5421162587538821,0.5399398575563387,0.4624101228068067,2.735872418313543
deterministic,74,loocv,0.20386982040768306,0.341421913153149,0.6265863202471407,4.605416534110247
deterministic,75,silverman,2.5153068145984676,1.3502094101981217,2.2852219341024864,0.7412524518931682
deterministic,75,cv,1.0746426188380216,0.8987495319781336,2.1825737196471295,110.0108728922811
deterministic,75,loocv,1.074642618856638,0.8987495319220975,2.1825737198104185,110.01115729431703
deterministic,76,silverman,0.8381839133155108,0.7233787867806625,2.0693847789639634,0.8890206140557345
deterministic,76,cv,0.661204555724249,0.7812370837263936,0.9772021685810999,3.2077283546760005
deterministic,76,loocv,0.6492434379125683,0.7703353972129889,0.9879057138011214,3.054548553219976
deterministic,77,silverman,0.999730324030932,0.9021673545445361,1.514341834138854,0.9206302708997743
deterministic,77,cv,2.7801070260452025,1.4217369668956181,3.9674720973831987,0.525907474210045
deterministic,77,loocv,1.1510659872361715,1.0401364422490982,1.432762562528158,136.63302961012332
deterministic,78,silverman,3.0865166238627055,1.2921163278015968,1.3923471402609713,0.7320983308508173
deterministic,78,cv,0.5486404880147617,0.7134316134611769,0.8877620533254844,108.65253093400796
deterministic,78,loocv,0.5486404879548467,0.7134316134323908,0.8877620533297277,108.65256330636761
deterministic,79,silverman,0.9630524831339261,0.9061632655914738,1.3364546768716814,0.5661832263177397
deterministic,79,cv,3.371431635906428,1.4190019072289615,3.446811396416648,84.02869933283459
deterministic,79,loocv,3.37143163554395,1.4190019071821585,3.446811396080182,84.02868330235503
deterministic,80,silverman,1.4710115682723037,1.0587492311795297,2.0818963856997135,1.4168640598155062
deterministic,80,cv,0.637345804849248,0.7002417441195399,1.2817699577320087,3.140218433780527
deterministic,80,loocv,0.5507643076937385,0.6874346597121717,1.1585456220354784,4.036826939624438
deterministic,81,silverman,2.0661824979733416,1.1451224632546617,1.3836884174679995,0.6642389148798118
deterministic,81,cv,0.8937719820330055,0.917750636353104,1.254606022808951,98.58123770977477
deterministic,81,loocv,0.8937719816107379,0.9177506361686876,1.2546060224514395,98.58120199570129
deterministic,82,silverman,196.42614440101002,6.5418505286897615,4.588018427719112,0.6481370467747212
deterministic,82,cv,7.2437479720581255,2.3296932859233834,4.607799604359066,96.19157255838908
deterministic,82,loocv,7.24374797621088,2.3296932864396847,4.60779960646966,96.19171232568874
deterministic,83,silverman,5.486780516241349,1.1455056014724696,1.6218208109512884,0.8382939810161447
deterministic,83,cv,0.49104682987789056,0.5745934271158645,1.1441269618685248,124.41335602473652
deterministic,83,loocv,0.4910468295614881,0.5745934270299942,1.1441269644491574,124.41315609653951
deterministic,84,silverman,4.732551703584799,1.66056581409202,2.744384699011456,0.8864134840806408
deterministic,84,cv,0.4131398043141827,0.5441517188410046,1.4884293234456725,131.55495273466659
deterministic,84,loocv,0.4131398043255375,0.5441517188365325,1.4884293235230006,131.55493631364382
deterministic,85,silverman,0.32890436221490355,0.4716948296289899,0.9772757654173281,0.9272168434030114
deterministic,85,cv,0.30674200680375024,0.47948349476864593,0.9057879003805649,1.3910536988959217
deterministic,85,loocv,0.30074980243261473,0.5032186665116549,0.8196228345060421,2.0684227874792334
deterministic,86,silverman,0.47608749528173694,0.5744741612271463,0.912458259091409,1.0797323859902406
deterministic,86,cv,0.6844093062280703,0.6667200205189119,1.7541444871728573,3.698548977446872
deterministic,86,loocv,0.6571969143432299,0.6626668958115545,1.664726614290072,3.286608763461636
deterministic,87,silverman,2.1979484200669255,1.3728828430105333,1.782697558586054,0.8910835048658943
deterministic,87,cv,1.7641299065773222,1.0320986739909208,3.0306328412705446,132.24782831977353
deterministic,87,loocv,1.7641299065487877,1.0320986740121407,3.030632841122755,132.2477947169301
deterministic,88,silverman,2.2043022380154316,1.2539385122895144,4.61514311681262,0.8456905444234238
deterministic,88,cv,1.2650179150245764,1.0880313793928111,1.4903104771117124,6.70690284755906
deterministic,88,loocv,1.1976518601576502,1.0629924443828052,1.4516563257247117,125.51117020284082
deterministic,89,silverman,0.824351795918322,0.7976800623568535,1.7960337731584564,1.109825563953547
deterministic,89,cv,0.7076537468278368,0.8064638266050567,0.9229072532317293,10.86875437380955
deterministic,89,loocv,0.6946517422175098,0.806801993957599,0.9566924100814465,164.7117264785524
deterministic,90,silverman,1.1646350596533224,0.970013462408403,1.8901999824513631,1.2264511081233989
deterministic,90,cv,0.838732812297049,0.8832165069559963,1.2449999315956166,182.02067302725789
deterministic,90,loocv,0.8387328123042261,0.8832165069588716,1.2449999315985971,182.02071304449697
deterministic,91,silverman,0.9135206941730278,0.8036589609421988,1.4299140604677554,1.0684646623794263
deterministic,91,cv,0.4305890274835349,0.5718271283368088,0.8398453207181651,2.077095995125994
deterministic,91,loocv,0.25182562011962667,0.44956794469451805,0.7289536059259589,2.920272865425927
deterministic,92,silverman,1.793208887518788,1.2569967729410316,1.4261738483696131,1.141882245096827
deterministic,92,cv,1.4752338029428893,1.0956904606966773,2.393491298344913,169.46928037888685
deterministic,92,loocv,3.5112006756275727,1.7009580468744578,2.208035736588371,0.18745491332364822
deterministic,93,silverman,2.4422153594071756,1.418318918746999,1.4671526290976888,1.0224352793993152
deterministic,93,cv,1.3009902884977094,0.9418280849910617,2.2006335239518235,4.085776554047521
deterministic,93,loocv,1.3195011079810315,0.9416456493003004,2.265482830138939,4.314268179333046
deterministic,94,silverman,2.5609910478237317,1.3124876046050555,1.0409586013565904,1.270719222512565
deterministic,94,cv,2.49431539358172,1.3110859235243066,1.5813362163086935,0.12394077931424345
deterministic,94,loocv,2.493738129856307,1.3113659394320993,1.5817701745750916,0.12389486789460977
deterministic,95,silverman,15.434917945896958,3.0991670610940645,8.025287017351085,0.6721606473469665
deterministic,95,cv,15.802872892328724,3.1411970655353243,8.21059443276882,0.6130420819475562
deterministic,95,loocv,15.967249050508958,3.160778450329277,8.27823666594188,0.5901903651061052
deterministic,96,silverman,0.8608771112625297,0.8701037449420912,1.2010355098065557,1.024861069299563
deterministic,96,cv,0.8358521867354834,0.85782476800285,1.1717807920603511,1.2183618786888204
deterministic,96,loocv,0.7917005936237179,0.83640299262506,1.1010181587090495,1.4019956637817186
deterministic,97,silverman,0.9463332101098155,0.756396291097551,2.6354575571072276,1.0036733205173747
deterministic,97,cv,0.645676251321477,0.6869071247374148,1.781351964145064,148.95739123432259
deterministic,97,loocv,0.6456762511083076,0.6869071246992909,1.7813519634893276,148.95774832381224
deterministic,98,silverman,0.707285726080804,0.7536872948573343,1.2862302502036986,0.7807323532427128
deterministic,98,cv,2.80289210088131,1.3852126570251184,3.58313754592282,0.18057399948102085
deterministic,98,loocv,2.8175932669068495,1.3891991579100558,3.594166030379323,0.17826860970429165
deterministic,99,silverman,2.8101822597691553,1.5208660213648615,2.6235283110326137,1.0760214187977317
deterministic,99,cv,2.037064370400916,1.228001716873125,2.1531043324874712,5.17928134990603
deterministic,99,loocv,2.2485604243738355,1.2737721193259803,2.3137903402854825,6.257186081642358
deterministic,100,silverman,4.079187478141071,1.7169470313827595,3.854437504470385,1.2002611360947757
deterministic,100,cv,1.8727500605350582,1.3520517191287373,1.6591695615271218,178.1335496834937
deterministic,100,loocv,1.8648339208707205,1.3485034184990883,1.6927908377011776,14.094269185877245
deterministic,101,silverman,1.2830707787954045,0.8352188950054218,0.6003519888384827,0.876489245231534
deterministic,101,cv,0.29944869909055183,0.39095499813369056,1.4553953557574348,130.08198496368482
deterministic,101,loocv,0.2994486990768777,0.39095499814286405,1.4553953555165347,130.0817749688921
deterministic,102,silverman,2.2492799108623416,1.2921989751031784,1.9237965340826104,0.9456594156391686
