generation_type,dataset_id,method_pol,metric,p_raw,p_holm
deterministic,209,silverman,imse,1.0,1.0
deterministic,209,silverman,imae,1.0,1.0
deterministic,209,silverman,maxerr,1.0,1.0
deterministic,210,cv,imse,1.0,1.0
deterministic,210,cv,imae,1.0,1.0
deterministic,210,cv,maxerr,1.0,1.0
deterministic,210,loocv,imse,1.0,1.0
deterministic,210,loocv,imae,1.0,1.0
deterministic,210,loocv,maxerr,1.0,1.0
deterministic,210,silverman,imse,1.0,1.0
deterministic,210,silverman,imae,1.0,1.0
deterministic,210,silverman,maxerr,1.0,1.0
deterministic,211,cv,imse,1.0,1.0
deterministic,211,cv,imae,1.0,1.0
deterministic,211,cv,maxerr,1.0,1.0
deterministic,211,loocv,imse,1.0,1.0
deterministic,211,loocv,imae,1.0,1.0
deterministic,211,loocv,maxerr,1.0,1.0
deterministic,211,silverman,imse,1.0,1.0
deterministic,211,silverman,imae,1.0,1.0
deterministic,211,silverman,maxerr,1.0,1.0
deterministic,212,cv,imse,1.0,1.0
deterministic,212,cv,imae,1.0,1.0
deterministic,212,cv,maxerr,1.0,1.0
deterministic,212,loocv,imse,1.0,1.0
deterministic,212,loocv,imae,1.0,1.0
deterministic,212,loocv,maxerr,1.0,1.0
deterministic,212,silverman,imse,1.0,1.0
deterministic,212,silverman,imae,1.0,1.0
deterministic,212,silverman,maxerr,1.0,1.0
deterministic,213,loocv,imse,1.0,1.0
deterministic,213,loocv,imae,1.0,1.0
deterministic,213,loocv,maxerr,1.0,1.0
deterministic,213,silverman,imse,1.0,1.0
deterministic,213,silverman,imae,1.0,1.0
deterministic,213,silverman,maxerr,1.0,1.0
deterministic,214,cv,imse,1.0,1.0
deterministic,214,cv,imae,1.0,1.0
deterministic,214,cv,maxerr,1.0,1.0
deterministic,214,loocv,imse,1.0,1.0
deterministic,214,loocv,imae,1.0,1.0
deterministic,214,loocv,maxerr,1.0,1.0
deterministic,214,silverman,imse,1.0,1.0
deterministic,214,silverman,imae,1.0,1.0
deterministic,214,silverman,maxerr,1.0,1.0
deterministic,215,cv,imse,1.0,1.0
deterministic,215,cv,imae,1.0,1.0
deterministic,215,cv,maxerr,1.0,1.0
deterministic,215,loocv,imse,1.0,1.0
deterministic,215,loocv,imae,1.0,1.0
deterministic,215,loocv,maxerr,1.0,1.0
deterministic,215,silverman,imse,1.0,1.0
deterministic,215,silverman,imae,1.0,1.0
deterministic,215,silverman,maxerr,1.0,1.0
deterministic,216,cv,imse,1.0,1.0
deterministic,216,cv,imae,1.0,1.0
deterministic,216,cv,maxerr,1.0,1.0
deterministic,216,loocv,imse,1.0,1.0
deterministic,216,loocv,imae,1.0,1.0
deterministic,216,loocv,maxerr,1.0,1.0
deterministic,216,silverman,imse,1.0,1.0
deterministic,216,silverman,imae,1.0,1.0
deterministic,216,silverman,maxerr,1.0,1.0
deterministic,217,cv,imse,1.0,1.0
deterministic,217,cv,imae,1.0,1.0
deterministic,217,cv,maxerr,1.0,1.0
deterministic,217,loocv,imse,1.0,1.0
deterministic,217,loocv,imae,1.0,1.0
deterministic,217,loocv,maxerr,1.0,1.0
deterministic,217,silverman,imse,1.0,1.0
deterministic,217,silverman,imae,1.0,1.0
deterministic,217,silverman,maxerr,1.0,1.0
deterministic,218,cv,imse,1.0,1.0
deterministic,218,cv,imae,1.0,1.0
deterministic,218,cv,maxerr,1.0,1.0
deterministic,218,loocv,imse,1.0,1.0
deterministic,218,loocv,imae,1.0,1.0
deterministic,218,loocv,maxerr,1.0,1.0
deterministic,219,cv,imse,1.0,1.0
deterministic,219,cv,imae,1.0,1.0
deterministic,219,cv,maxerr,1.0,1.0
deterministic,219,loocv,imse,1.0,1.0
deterministic,219,loocv,imae,1.0,1.0
deterministic,219,loocv,maxerr,1.0,1.0
deterministic,219,silverman,imse,1.0,1.0
deterministic,219,silverman,imae,1.0,1.0
deterministic,219,silverman,maxerr,1.0,1.0
deterministic,220,cv,imse,1.0,1.0
deterministic,220,cv,imae,1.0,1.0
deterministic,220,cv,maxerr,1.0,1.0
deterministic,220,loocv,imse,1.0,1.0
deterministic,220,loocv,imae,1.0,1.0
deterministic,220,loocv,maxerr,1.0,1.0
deterministic,220,silverman,imse,1.0,1.0
deterministic,220,silverman,imae,1.0,1.0
deterministic,220,silverman,maxerr,1.0,1.0
deterministic,221,cv,imse,1.0,1.0
deterministic,221,cv,imae,1.0,1.0
deterministic,221,cv,maxerr,1.0,1.0
deterministic,221,silverman,imse,1.0,1.0
deterministic,221,silverman,imae,1.0,1.0
deterministic,221,silverman,maxerr,1.0,1.0
deterministic,222,cv,imse,1.0,1.0
deterministic,222,cv,imae,1.0,1.0
deterministic,222,cv,maxerr,1.0,1.0
deterministic,222,loocv,imse,1.0,1.0
deterministic,222,loocv,imae,1.0,1.0
deterministic,222,loocv,maxerr,1.0,1.0
deterministic,222,silverman,imse,1.0,1.0
deterministic,222,silverman,imae,1.0,1.0
deterministic,222,silverman,maxerr,1.0,1.0
deterministic,224,cv,imse,1.0,1.0
deterministic,224,cv,imae,1.0,1.0
deterministic,224,cv,maxerr,1.0,1.0
deterministic,224,loocv,imse,1.0,1.0
deterministic,224,loocv,imae,1.0,1.0
deterministic,224,loocv,maxerr,1.0,1.0
deterministic,224,silverman,imse,1.0,1.0
deterministic,224,silverman,imae,1.0,1.0
deterministic,224,silverman,maxerr,1.0,1.0
deterministic,225,cv,imse,1.0,1.0
deterministic,225,cv,imae,1.0,1.0
deterministic,225,cv,maxerr,1.0,1.0
deterministic,225,loocv,imse,1.0,1.0
deterministic,225,loocv,imae,1.0,1.0
deterministic,225,loocv,maxerr,1.0,1.0
deterministic,225,silverman,imse,1.0,1.0
deterministic,225,silverman,imae,1.0,1.0
deterministic,225,silverman,maxerr,1.0,1.0
deterministic,226,cv,imse,1.0,1.0
deterministic,226,cv,imae,1.0,1.0
deterministic,226,cv,maxerr,1.0,1.0
deterministic,226,loocv,imse,1.0,1.0
deterministic,226,loocv,imae,1.0,1.0
deterministic,226,loocv,maxerr,1.0,1.0
deterministic,226,silverman,imse,1.0,1.0
deterministic,226,silverman,imae,1.0,1.0
deterministic,226,silverman,maxerr,1.0,1.0
deterministic,227,cv,imse,1.0,1.0
deterministic,227,cv,imae,1.0,1.0
deterministic,227,cv,maxerr,1.0,1.0
deterministic,227,loocv,imse,1.0,1.0
deterministic,227,loocv,imae,1.0,1.0
deterministic,227,loocv,maxerr,1.0,1.0
deterministic,228,cv,imse,1.0,1.0
deterministic,228,cv,imae,1.0,1.0
deterministic,228,cv,maxerr,1.0,1.0
deterministic,228,loocv,imse,1.0,1.0
deterministic,228,loocv,imae,1.0,1.0
deterministic,228,loocv,maxerr,1.0,1.0
deterministic,228,silverman,imse,1.0,1.0
deterministic,228,silverman,imae,1.0,1.0
deterministic,228,silverman,maxerr,1.0,1.0
deterministic,230,cv,imse,1.0,1.0
deterministic,230,cv,imae,1.0,1.0
deterministic,230,cv,maxerr,1.0,1.0
deterministic,230,loocv,imse,1.0,1.0
deterministic,230,loocv,imae,1.0,1.0
deterministic,230,loocv,maxerr,1.0,1.0
deterministic,230,silverman,imse,1.0,1.0
deterministic,230,silverman,imae,1.0,1.0
deterministic,230,silverman,maxerr,1.0,1.0
deterministic,231,cv,imse,1.0,1.0
deterministic,231,cv,imae,1.0,1.0
deterministic,231,cv,maxerr,1.0,1.0
deterministic,231,loocv,imse,1.0,1.0
deterministic,231,loocv,imae,1.0,1.0
deterministic,231,loocv,maxerr,1.0,1.0
deterministic,231,silverman,imse,1.0,1.0
deterministic,231,silverman,imae,1.0,1.0
deterministic,231,silverman,maxerr,1.0,1.0
deterministic,232,cv,imse,1.0,1.0
deterministic,232,cv,imae,1.0,1.0
deterministic,232,cv,maxerr,1.0,1.0
deterministic,232,loocv,imse,1.0,1.0
deterministic,232,loocv,imae,1.0,1.0
deterministic,232,loocv,maxerr,1.0,1.0
deterministic,232,silverman,imse,1.0,1.0
deterministic,232,silverman,imae,1.0,1.0
deterministic,232,silverman,maxerr,1.0,1.0
deterministic,234,cv,imse,1.0,1.0
deterministic,234,cv,imae,1.0,1.0
deterministic,234,cv,maxerr,1.0,1.0
deterministic,234,loocv,imse,1.0,1.0
deterministic,234,loocv,imae,1.0,1.0
deterministic,234,loocv,maxerr,1.0,1.0
deterministic,234,silverman,imse,1.0,1.0
deterministic,234,silverman,imae,1.0,1.0
deterministic,234,silverman,maxerr,1.0,1.0
deterministic,235,cv,imse,1.0,1.0
deterministic,235,cv,imae,1.0,1.0
deterministic,235,cv,maxerr,1.0,1.0
deterministic,235,loocv,imse,1.0,1.0
deterministic,235,loocv,imae,1.0,1.0
deterministic,235,loocv,maxerr,1.0,1.0
deterministic,235,silverman,imse,1.0,1.0
deterministic,235,silverman,imae,1.0,1.0
deterministic,235,silverman,maxerr,1.0,1.0
deterministic,236,cv,imse,1.0,1.0
deterministic,236,cv,imae,1.0,1.0
deterministic,236,cv,maxerr,1.0,1.0
deterministic,236,loocv,imse,1.0,1.0
deterministic,236,loocv,imae,1.0,1.0
deterministic,236,loocv,maxerr,1.0,1.0
deterministic,236,silverman,imse,1.0,1.0
deterministic,236,silverman,imae,1.0,1.0
deterministic,236,silverman,maxerr,1.0,1.0
deterministic,237,cv,imse,1.0,1.0
deterministic,237,cv,imae,1.0,1.0
deterministic,237,cv,maxerr,1.0,1.0
deterministic,237,loocv,imse,1.0,1.0
deterministic,237,loocv,imae,1.0,1.0
deterministic,237,loocv,maxerr,1.0,1.0
deterministic,237,silverman,imse,1.0,1.0
deterministic,237,silverman,imae,1.0,1.0
deterministic,237,silverman,maxerr,1.0,1.0
deterministic,238,cv,imse,1.0,1.0
deterministic,238,cv,imae,1.0,1.0
deterministic,238,cv,maxerr,1.0,1.0
deterministic,238,loocv,imse,1.0,1.0
deterministic,238,loocv,imae,1.0,1.0
deterministic,238,loocv,maxerr,1.0,1.0
deterministic,238,silverman,imse,1.0,1.0
deterministic,238,silverman,imae,1.0,1.0
deterministic,238,silverman,maxerr,1.0,1.0
deterministic,239,cv,imse,1.0,1.0
deterministic,239,cv,imae,1.0,1.0
deterministic,239,cv,maxerr,1.0,1.0
deterministic,239,loocv,imse,1.0,1.0
deterministic,239,loocv,imae,1.0,1.0
deterministic,239,loocv,maxerr,1.0,1.0
deterministic,239,silverman,imse,1.0,1.0
deterministic,239,silverman,imae,1.0,1.0
deterministic,239,silverman,maxerr,1.0,1.0
deterministic,240,cv,imse,1.0,1.0
deterministic,240,cv,imae,1.0,1.0
deterministic,240,cv,maxerr,1.0,1.0
deterministic,240,loocv,imse,1.0,1.0
deterministic,240,loocv,imae,1.0,1.0
deterministic,240,loocv,maxerr,1.0,1.0
deterministic,240,silverman,imse,1.0,1.0
deterministic,240,silverman,imae,1.0,1.0
deterministic,240,silverman,maxerr,1.0,1.0
deterministic,241,loocv,imse,1.0,1.0
deterministic,241,loocv,imae,1.0,1.0
deterministic,241,loocv,maxerr,1.0,1.0
deterministic,241,silverman,imse,1.0,1.0
deterministic,241,silverman,imae,1.0,1.0
deterministic,241,silverman,maxerr,1.0,1.0
deterministic,242,cv,imse,1.0,1.0
deterministic,242,cv,imae,1.0,1.0
deterministic,242,cv,maxerr,1.0,1.0
deterministic,242,loocv,imse,1.0,1.0
deterministic,242,loocv,imae,1.0,1.0
deterministic,242,loocv,maxerr,1.0,1.0
deterministic,242,silverman,imse,1.0,1.0
deterministic,242,silverman,imae,1.0,1.0
deterministic,242,silverman,maxerr,1.0,1.0
deterministic,243,cv,imse,1.0,1.0
deterministic,243,cv,imae,1.0,1.0
deterministic,243,cv,maxerr,1.0,1.0
deterministic,243,loocv,imse,1.0,1.0
deterministic,243,loocv,imae,1.0,1.0
deterministic,243,loocv,maxerr,1.0,1.0
deterministic,243,silverman,imse,1.0,1.0
deterministic,243,silverman,imae,1.0,1.0
deterministic,243,silverman,maxerr,1.0,1.0
deterministic,244,cv,imse,1.0,1.0
deterministic,244,cv,imae,1.0,1.0
deterministic,244,cv,maxerr,1.0,1.0
deterministic,244,loocv,imse,1.0,1.0
deterministic,244,loocv,imae,1.0,1.0
deterministic,244,loocv,maxerr,1.0,1.0
deterministic,244,silverman,imse,1.0,1.0
deterministic,244,silverman,imae,1.0,1.0
deterministic,244,silverman,maxerr,1.0,1.0
deterministic,245,cv,imse,1.0,1.0
deterministic,245,cv,imae,1.0,1.0
deterministic,245,cv,maxerr,1.0,1.0
deterministic,245,loocv,imse,1.0,1.0
deterministic,245,loocv,imae,1.0,1.0
deterministic,245,loocv,maxerr,1.0,1.0
deterministic,245,silverman,imse,1.0,1.0
deterministic,245,silverman,imae,1.0,1.0
deterministic,245,silverman,maxerr,1.0,1.0
deterministic,246,silverman,imse,1.0,1.0
deterministic,246,silverman,imae,1.0,1.0
deterministic,246,silverman,maxerr,1.0,1.0
deterministic,247,cv,imse,1.0,1.0
deterministic,247,cv,imae,1.0,1.0
deterministic,247,cv,maxerr,1.0,1.0
deterministic,247,loocv,imse,1.0,1.0
deterministic,247,loocv,imae,1.0,1.0
deterministic,247,loocv,maxerr,1.0,1.0
deterministic,247,silverman,imse,1.0,1.0
deterministic,247,silverman,imae,1.0,1.0
deterministic,247,silverman,maxerr,1.0,1.0
deterministic,248,cv,imse,1.0,1.0
deterministic,248,cv,imae,1.0,1.0
deterministic,248,cv,maxerr,1.0,1.0
deterministic,248,loocv,imse,1.0,1.0
deterministic,248,loocv,imae,1.0,1.0
deterministic,248,loocv,maxerr,1.0,1.0
deterministic,248,silverman,imse,1.0,1.0
deterministic,248,silverman,imae,1.0,1.0
deterministic,248,silverman,maxerr,1.0,1.0
deterministic,249,cv,imse,1.0,1.0
deterministic,249,cv,imae,1.0,1.0
deterministic,249,cv,maxerr,1.0,1.0
deterministic,249,loocv,imse,1.0,1.0
deterministic,249,loocv,imae,1.0,1.0
deterministic,249,loocv,maxerr,1.0,1.0
deterministic,249,silverman,imse,1.0,1.0
deterministic,249,silverman,imae,1.0,1.0
deterministic,249,silverman,maxerr,1.0,1.0
deterministic,250,cv,imse,1.0,1.0
deterministic,250,cv,imae,1.0,1.0
deterministic,250,cv,maxerr,1.0,1.0
deterministic,250,loocv,imse,1.0,1.0
deterministic,250,loocv,imae,1.0,1.0
deterministic,250,loocv,maxerr,1.0,1.0
deterministic,250,silverman,imse,1.0,1.0
deterministic,250,silverman,imae,1.0,1.0
deterministic,250,silverman,maxerr,1.0,1.0
deterministic,251,cv,imse,1.0,1.0
deterministic,251,cv,imae,1.0,1.0
deterministic,251,cv,maxerr,1.0,1.0
deterministic,251,loocv,imse,1.0,1.0
deterministic,251,loocv,imae,1.0,1.0
deterministic,251,loocv,maxerr,1.0,1.0
deterministic,251,silverman,imse,1.0,1.0
deterministic,251,silverman,imae,1.0,1.0
deterministic,251,silverman,maxerr,1.0,1.0
deterministic,253,cv,imse,1.0,1.0
deterministic,253,cv,imae,1.0,1.0
deterministic,253,cv,maxerr,1.0,1.0
deterministic,253,loocv,imse,1.0,1.0
deterministic,253,loocv,imae,1.0,1.0
deterministic,253,loocv,maxerr,1.0,1.0
deterministic,253,silverman,imse,1.0,1.0
deterministic,253,silverman,imae,1.0,1.0
deterministic,253,silverman,maxerr,1.0,1.0
deterministic,254,cv,imse,1.0,1.0
deterministic,254,cv,imae,1.0,1.0
deterministic,254,cv,maxerr,1.0,1.0
deterministic,254,loocv,imse,1.0,1.0
deterministic,254,loocv,imae,1.0,1.0
deterministic,254,loocv,maxerr,1.0,1.0
deterministic,254,silverman,imse,1.0,1.0
deterministic,254,silverman,imae,1.0,1.0
deterministic,254,silverman,maxerr,1.0,1.0
deterministic,255,cv,imse,1.0,1.0
deterministic,255,cv,imae,1.0,1.0
deterministic,255,cv,maxerr,1.0,1.0
deterministic,255,loocv,imse,1.0,1.0
deterministic,255,loocv,imae,1.0,1.0
deterministic,255,loocv,maxerr,1.0,1.0
deterministic,255,silverman,imse,1.0,1.0
deterministic,255,silverman,imae,1.0,1.0
deterministic,255,silverman,maxerr,1.0,1.0
deterministic,257,cv,imse,1.0,1.0
deterministic,257,cv,imae,1.0,1.0
deterministic,257,cv,maxerr,1.0,1.0
deterministic,257,loocv,imse,1.0,1.0
deterministic,257,loocv,imae,1.0,1.0
deterministic,257,loocv,maxerr,1.0,1.0
deterministic,257,silverman,imse,1.0,1.0
deterministic,257,silverman,imae,1.0,1.0
deterministic,257,silverman,maxerr,1.0,1.0
deterministic,259,cv,imse,1.0,1.0
deterministic,259,cv,imae,1.0,1.0
deterministic,259,cv,maxerr,1.0,1.0
deterministic,259,loocv,imse,1.0,1.0
deterministic,259,loocv,imae,1.0,1.0
deterministic,259,loocv,maxerr,1.0,1.0
deterministic,259,silverman,imse,1.0,1.0
deterministic,259,silverman,imae,1.0,1.0
deterministic,259,silverman,maxerr,1.0,1.0
deterministic,260,cv,imse,1.0,1.0
deterministic,260,cv,imae,1.0,1.0
deterministic,260,cv,maxerr,1.0,1.0
deterministic,260,loocv,imse,1.0,1.0
deterministic,260,loocv,imae,1.0,1.0
deterministic,260,loocv,maxerr,1.0,1.0
deterministic,260,silverman,imse,1.0,1.0
deterministic,260,silverman,imae,1.0,1.0
deterministic,260,silverman,maxerr,1.0,1.0
deterministic,261,cv,imse,1.0,1.0
deterministic,261,cv,imae,1.0,1.0
deterministic,261,cv,maxerr,1.0,1.0
deterministic,261,loocv,imse,1.0,1.0
deterministic,261,loocv,imae,1.0,1.0
deterministic,261,loocv,maxerr,1.0,1.0
deterministic,262,cv,imse,1.0,1.0
deterministic,262,cv,imae,1.0,1.0
deterministic,262,cv,maxerr,1.0,1.0
deterministic,262,loocv,imse,1.0,1.0
deterministic,262,loocv,imae,1.0,1.0
deterministic,262,loocv,maxerr,1.0,1.0
deterministic,262,silverman,imse,1.0,1.0
deterministic,262,silverman,imae,1.0,1.0
deterministic,262,silverman,maxerr,1.0,1.0
deterministic,264,cv,imse,1.0,1.0
deterministic,264,cv,imae,1.0,1.0
deterministic,264,cv,maxerr,1.0,1.0
deterministic,264,loocv,imse,1.0,1.0
deterministic,264,loocv,imae,1.0,1.0
deterministic,264,loocv,maxerr,1.0,1.0
deterministic,265,cv,imse,1.0,1.0
deterministic,265,cv,imae,1.0,1.0
deterministic,265,cv,maxerr,1.0,1.0
deterministic,265,loocv,imse,1.0,1.0
deterministic,265,loocv,imae,1.0,1.0
deterministic,265,loocv,maxerr,1.0,1.0
deterministic,266,cv,imse,1.0,1.0
deterministic,266,cv,imae,1.0,1.0
deterministic,266,cv,maxerr,1.0,1.0
deterministic,266,loocv,imse,1.0,1.0
deterministic,266,loocv,imae,1.0,1.0
deterministic,266,loocv,maxerr,1.0,1.0
deterministic,266,silverman,imse,1.0,1.0
deterministic,266,silverman,imae,1.0,1.0
deterministic,266,silverman,maxerr,1.0,1.0
deterministic,267,loocv,imse,1.0,1.0
deterministic,267,loocv,imae,1.0,1.0
deterministic,267,loocv,maxerr,1.0,1.0
deterministic,267,silverman,imse,1.0,1.0
deterministic,267,silverman,imae,1.0,1.0
deterministic,267,silverman,maxerr,1.0,1.0
deterministic,269,cv,imse,1.0,1.0
deterministic,269,cv,imae,1.0,1.0
deterministic,269,cv,maxerr,1.0,1.0
deterministic,269,loocv,imse,1.0,1.0
deterministic,269,loocv,imae,1.0,1.0
deterministic,269,loocv,maxerr,1.0,1.0
deterministic,269,silverman,imse,1.0,1.0
deterministic,269,silverman,imae,1.0,1.0
deterministic,269,silverman,maxerr,1.0,1.0
deterministic,271,cv,imse,1.0,1.0
deterministic,271,cv,imae,1.0,1.0
deterministic,271,cv,maxerr,1.0,1.0
deterministic,271,loocv,imse,1.0,1.0
deterministic,271,loocv,imae,1.0,1.0
deterministic,271,loocv,maxerr,1.0,1.0
deterministic,271,silverman,imse,1.0,1.0
deterministic,271,silverman,imae,1.0,1.0
deterministic,271,silverman,maxerr,1.0,1.0
deterministic,272,cv,imse,1.0,1.0
deterministic,272,cv,imae,1.0,1.0
deterministic,272,cv,maxerr,1.0,1.0
deterministic,272,loocv,imse,1.0,1.0
deterministic,272,loocv,imae,1.0,1.0
deterministic,272,loocv,maxerr,1.0,1.0
deterministic,272,silverman,imse,1.0,1.0
deterministic,272,silverman,imae,1.0,1.0
deterministic,272,silverman,maxerr,1.0,1.0
deterministic,273,cv,imse,1.0,1.0
deterministic,273,cv,imae,1.0,1.0
deterministic,273,cv,maxerr,1.0,1.0
deterministic,273,loocv,imse,1.0,1.0
deterministic,273,loocv,imae,1.0,1.0
deterministic,273,loocv,maxerr,1.0,1.0
deterministic,273,silverman,imse,1.0,1.0
deterministic,273,silverman,imae,1.0,1.0
deterministic,273,silverman,maxerr,1.0,1.0
deterministic,274,cv,imse,1.0,1.0
deterministic,274,cv,imae,1.0,1.0
deterministic,274,cv,maxerr,1.0,1.0
deterministic,274,loocv,imse,1.0,1.0
deterministic,274,loocv,imae,1.0,1.0
deterministic,274,loocv,maxerr,1.0,1.0
deterministic,274,silverman,imse,1.0,1.0
deterministic,274,silverman,imae,1.0,1.0
deterministic,274,silverman,maxerr,1.0,1.0
deterministic,275,loocv,imse,1.0,1.0
deterministic,275,loocv,imae,1.0,1.0
deterministic,275,loocv,maxerr,1.0,1.0
deterministic,275,silverman,imse,1.0,1.0
deterministic,275,silverman,imae,1.0,1.0
deterministic,275,silverman,maxerr,1.0,1.0
deterministic,277,cv,imse,1.0,1.0
deterministic,277,cv,imae,1.0,1.0
deterministic,277,cv,maxerr,1.0,1.0
deterministic,277,loocv,imse,1.0,1.0
deterministic,277,loocv,imae,1.0,1.0
deterministic,277,loocv,maxerr,1.0,1.0
deterministic,277,silverman,imse,1.0,1.0
deterministic,277,silverman,imae,1.0,1.0
deterministic,277,silverman,maxerr,1.0,1.0
deterministic,278,cv,imse,1.0,1.0
deterministic,278,cv,imae,1.0,1.0
deterministic,278,cv,maxerr,1.0,1.0
deterministic,278,loocv,imse,1.0,1.0
deterministic,278,loocv,imae,1.0,1.0
deterministic,278,loocv,maxerr,1.0,1.0
deterministic,278,silverman,imse,1.0,1.0
deterministic,278,silverman,imae,1.0,1.0
deterministic,278,silverman,maxerr,1.0,1.0
deterministic,280,silverman,imse,1.0,1.0
deterministic,280,silverman,imae,1.0,1.0
deterministic,280,silverman,maxerr,1.0,1.0
deterministic,281,cv,imse,1.0,1.0
deterministic,281,cv,imae,1.0,1.0
deterministic,281,cv,maxerr,1.0,1.0
deterministic,281,loocv,imse,1.0,1.0
deterministic,281,loocv,imae,1.0,1.0
deterministic,281,loocv,maxerr,1.0,1.0
deterministic,281,silverman,imse,1.0,1.0
deterministic,281,silverman,imae,1.0,1.0
deterministic,281,silverman,maxerr,1.0,1.0
deterministic,283,cv,imse,1.0,1.0
deterministic,283,cv,imae,1.0,1.0
deterministic,283,cv,maxerr,1.0,1.0
deterministic,283,loocv,imse,1.0,1.0
deterministic,283,loocv,imae,1.0,1.0
deterministic,283,loocv,maxerr,1.0,1.0
deterministic,284,cv,imse,1.0,1.0
deterministic,284,cv,imae,1.0,1.0
deterministic,284,cv,maxerr,1.0,1.0
deterministic,284,loocv,imse,1.0,1.0
deterministic,284,loocv,imae,1.0,1.0
deterministic,284,loocv,maxerr,1.0,1.0
deterministic,284,silverman,imse,1.0,1.0
deterministic,284,silverman,imae,1.0,1.0
deterministic,284,silverman,maxerr,1.0,1.0
deterministic,285,cv,imse,1.0,1.0
deterministic,285,cv,imae,1.0,1.0
deterministic,285,cv,maxerr,1.0,1.0
deterministic,285,loocv,imse,1.0,1.0
deterministic,285,loocv,imae,1.0,1.0
deterministic,285,loocv,maxerr,1.0,1.0
deterministic,285,silverman,imse,1.0,1.0
deterministic,285,silverman,imae,1.0,1.0
deterministic,285,silverman,maxerr,1.0,1.0
deterministic,286,cv,imse,1.0,1.0
deterministic,286,cv,imae,1.0,1.0
deterministic,286,cv,maxerr,1.0,1.0
deterministic,286,loocv,imse,1.0,1.0
deterministic,286,loocv,imae,1.0,1.0
deterministic,286,loocv,maxerr,1.0,1.0
deterministic,287,cv,imse,1.0,1.0
deterministic,287,cv,imae,1.0,1.0
deterministic,287,cv,maxerr,1.0,1.0
deterministic,287,loocv,imse,1.0,1.0
deterministic,287,loocv,imae,1.0,1.0
deterministic,287,loocv,maxerr,1.0,1.0
deterministic,287,silverman,imse,1.0,1.0
deterministic,287,silverman,imae,1.0,1.0
deterministic,287,silverman,maxerr,1.0,1.0
deterministic,289,cv,imse,1.0,1.0
deterministic,289,cv,imae,1.0,1.0
deterministic,289,cv,maxerr,1.0,1.0
deterministic,289,loocv,imse,1.0,1.0
deterministic,289,loocv,imae,1.0,1.0
deterministic,289,loocv,maxerr,1.0,1.0
deterministic,289,silverman,imse,1.0,1.0
deterministic,289,silverman,imae,1.0,1.0
deterministic,289,silverman,maxerr,1.0,1.0
deterministic,290,cv,imse,1.0,1.0
deterministic,290,cv,imae,1.0,1.0
deterministic,290,cv,maxerr,1.0,1.0
deterministic,290,loocv,imse,1.0,1.0
deterministic,290,loocv,imae,1.0,1.0
deterministic,290,loocv,maxerr,1.0,1.0
deterministic,290,silverman,imse,1.0,1.0
deterministic,290,silverman,imae,1.0,1.0
deterministic,290,silverman,maxerr,1.0,1.0
deterministic,291,cv,imse,1.0,1.0
deterministic,291,cv,imae,1.0,1.0
deterministic,291,cv,maxerr,1.0,1.0
deterministic,291,loocv,imse,1.0,1.0
deterministic,291,loocv,imae,1.0,1.0
deterministic,291,loocv,maxerr,1.0,1.0
deterministic,291,silverman,imse,1.0,1.0
deterministic,291,silverman,imae,1.0,1.0
deterministic,291,silverman,maxerr,1.0,1.0
deterministic,292,cv,imse,1.0,1.0
deterministic,292,cv,imae,1.0,1.0
deterministic,292,cv,maxerr,1.0,1.0
deterministic,292,loocv,imse,1.0,1.0
deterministic,292,loocv,imae,1.0,1.0
deterministic,292,loocv,maxerr,1.0,1.0
deterministic,292,silverman,imse,1.0,1.0
deterministic,292,silverman,imae,1.0,1.0
deterministic,292,silverman,maxerr,1.0,1.0
deterministic,293,cv,imse,1.0,1.0
deterministic,293,cv,imae,1.0,1.0
deterministic,293,cv,maxerr,1.0,1.0
deterministic,293,loocv,imse,1.0,1.0
deterministic,293,loocv,imae,1.0,1.0
deterministic,293,loocv,maxerr,1.0,1.0
deterministic,293,silverman,imse,1.0,1.0
deterministic,293,silverman,imae,1.0,1.0
deterministic,293,silverman,maxerr,1.0,1.0
deterministic,295,cv,imse,1.0,1.0
deterministic,295,cv,imae,1.0,1.0
deterministic,295,cv,maxerr,1.0,1.0
deterministic,295,loocv,imse,1.0,1.0
deterministic,295,loocv,imae,1.0,1.0
deterministic,295,loocv,maxerr,1.0,1.0
deterministic,295,silverman,imse,1.0,1.0
deterministic,295,silverman,imae,1.0,1.0
deterministic,295,silverman,maxerr,1.0,1.0
deterministic,296,cv,imse,1.0,1.0
deterministic,296,cv,imae,1.0,1.0
deterministic,296,cv,maxerr,1.0,1.0
deterministic,296,loocv,imse,1.0,1.0
deterministic,296,loocv,imae,1.0,1.0
deterministic,296,loocv,maxerr,1.0,1.0
deterministic,296,silverman,imse,1.0,1.0
deterministic,296,silverman,imae,1.0,1.0
deterministic,296,silverman,maxerr,1.0,1.0
deterministic,297,cv,imse,1.0,1.0
deterministic,297,cv,imae,1.0,1.0
deterministic,297,cv,maxerr,1.0,1.0
deterministic,297,loocv,imse,1.0,1.0
deterministic,297,loocv,imae,1.0,1.0
deterministic,297,loocv,maxerr,1.0,1.0
deterministic,298,cv,imse,1.0,1.0
deterministic,298,cv,imae,1.0,1.0
deterministic,298,cv,maxerr,1.0,1.0
deterministic,298,loocv,imse,1.0,1.0
deterministic,298,loocv,imae,1.0,1.0
deterministic,298,loocv,maxerr,1.0,1.0
deterministic,298,silverman,imse,1.0,1.0
