generation_type,dataset_id,method_pol,metric,p_raw,p_holm
deterministic,298,silverman,imae,1.0,1.0
deterministic,298,silverman,maxerr,1.0,1.0
deterministic,299,cv,imse,1.0,1.0
deterministic,299,cv,imae,1.0,1.0
deterministic,299,cv,maxerr,1.0,1.0
deterministic,299,loocv,imse,1.0,1.0
deterministic,299,loocv,imae,1.0,1.0
deterministic,299,loocv,maxerr,1.0,1.0
deterministic,299,silverman,imse,1.0,1.0
deterministic,299,silverman,imae,1.0,1.0
deterministic,299,silverman,maxerr,1.0,1.0
stochastic,2,cv,imse,1.0,1.0
stochastic,2,cv,imae,1.0,1.0
stochastic,2,cv,maxerr,1.0,1.0
stochastic,2,loocv,imse,1.0,1.0
stochastic,2,loocv,imae,1.0,1.0
stochastic,2,loocv,maxerr,1.0,1.0
stochastic,2,silverman,imse,1.0,1.0
stochastic,2,silverman,imae,1.0,1.0
stochastic,2,silverman,maxerr,1.0,1.0
stochastic,3,silverman,imse,1.0,1.0
stochastic,3,silverman,imae,1.0,1.0
stochastic,3,silverman,maxerr,1.0,1.0
stochastic,4,cv,imse,1.0,1.0
stochastic,4,cv,imae,1.0,1.0
stochastic,4,cv,maxerr,1.0,1.0
stochastic,4,loocv,imse,1.0,1.0
stochastic,4,loocv,imae,1.0,1.0
stochastic,4,loocv,maxerr,1.0,1.0
stochastic,4,silverman,imse,1.0,1.0
stochastic,4,silverman,imae,1.0,1.0
stochastic,4,silverman,maxerr,1.0,1.0
stochastic,5,cv,imse,1.0,1.0
stochastic,5,cv,imae,1.0,1.0
stochastic,5,cv,maxerr,1.0,1.0
stochastic,5,loocv,imse,1.0,1.0
stochastic,5,loocv,imae,1.0,1.0
stochastic,5,loocv,maxerr,1.0,1.0
stochastic,5,silverman,imse,1.0,1.0
stochastic,5,silverman,imae,1.0,1.0
stochastic,5,silverman,maxerr,1.0,1.0
stochastic,7,cv,imse,1.0,1.0
stochastic,7,cv,imae,1.0,1.0
stochastic,7,cv,maxerr,1.0,1.0
stochastic,7,loocv,imse,1.0,1.0
stochastic,7,loocv,imae,1.0,1.0
stochastic,7,loocv,maxerr,1.0,1.0
stochastic,7,silverman,imse,1.0,1.0
stochastic,7,silverman,imae,1.0,1.0
stochastic,7,silverman,maxerr,1.0,1.0
stochastic,8,cv,imse,1.0,1.0
stochastic,8,cv,imae,1.0,1.0
stochastic,8,cv,maxerr,1.0,1.0
stochastic,8,loocv,imse,1.0,1.0
stochastic,8,loocv,imae,1.0,1.0
stochastic,8,loocv,maxerr,1.0,1.0
stochastic,8,silverman,imse,1.0,1.0
stochastic,8,silverman,imae,1.0,1.0
stochastic,8,silverman,maxerr,1.0,1.0
stochastic,9,cv,imse,1.0,1.0
stochastic,9,cv,imae,1.0,1.0
stochastic,9,cv,maxerr,1.0,1.0
stochastic,9,loocv,imse,1.0,1.0
stochastic,9,loocv,imae,1.0,1.0
stochastic,9,loocv,maxerr,1.0,1.0
stochastic,9,silverman,imse,1.0,1.0
stochastic,9,silverman,imae,1.0,1.0
stochastic,9,silverman,maxerr,1.0,1.0
stochastic,11,cv,imse,1.0,1.0
stochastic,11,cv,imae,1.0,1.0
stochastic,11,cv,maxerr,1.0,1.0
stochastic,11,loocv,imse,1.0,1.0
stochastic,11,loocv,imae,1.0,1.0
stochastic,11,loocv,maxerr,1.0,1.0
stochastic,11,silverman,imse,1.0,1.0
stochastic,11,silverman,imae,1.0,1.0
stochastic,11,silverman,maxerr,1.0,1.0
stochastic,12,cv,imse,1.0,1.0
stochastic,12,cv,imae,1.0,1.0
stochastic,12,cv,maxerr,1.0,1.0
stochastic,12,loocv,imse,1.0,1.0
stochastic,12,loocv,imae,1.0,1.0
stochastic,12,loocv,maxerr,1.0,1.0
stochastic,12,silverman,imse,1.0,1.0
stochastic,12,silverman,imae,1.0,1.0
stochastic,12,silverman,maxerr,1.0,1.0
stochastic,14,cv,imse,1.0,1.0
stochastic,14,cv,imae,1.0,1.0
stochastic,14,cv,maxerr,1.0,1.0
stochastic,14,loocv,imse,1.0,1.0
stochastic,14,loocv,imae,1.0,1.0
stochastic,14,loocv,maxerr,1.0,1.0
stochastic,14,silverman,imse,1.0,1.0
stochastic,14,silverman,imae,1.0,1.0
stochastic,14,silverman,maxerr,1.0,1.0
stochastic,15,cv,imse,1.0,1.0
stochastic,15,cv,imae,1.0,1.0
stochastic,15,cv,maxerr,1.0,1.0
stochastic,15,loocv,imse,1.0,1.0
stochastic,15,loocv,imae,1.0,1.0
stochastic,15,loocv,maxerr,1.0,1.0
stochastic,15,silverman,imse,1.0,1.0
stochastic,15,silverman,imae,1.0,1.0
stochastic,15,silverman,maxerr,1.0,1.0
stochastic,17,cv,imse,1.0,1.0
stochastic,17,cv,imae,1.0,1.0
stochastic,17,cv,maxerr,1.0,1.0
stochastic,17,loocv,imse,1.0,1.0
stochastic,17,loocv,imae,1.0,1.0
stochastic,17,loocv,maxerr,1.0,1.0
stochastic,18,cv,imse,1.0,1.0
stochastic,18,cv,imae,1.0,1.0
stochastic,18,cv,maxerr,1.0,1.0
stochastic,18,loocv,imse,1.0,1.0
stochastic,18,loocv,imae,1.0,1.0
stochastic,18,loocv,maxerr,1.0,1.0
stochastic,18,silverman,imse,1.0,1.0
stochastic,18,silverman,imae,1.0,1.0
stochastic,18,silverman,maxerr,1.0,1.0
stochastic,20,cv,imse,1.0,1.0
stochastic,20,cv,imae,1.0,1.0
stochastic,20,cv,maxerr,1.0,1.0
stochastic,20,loocv,imse,1.0,1.0
stochastic,20,loocv,imae,1.0,1.0
stochastic,20,loocv,maxerr,1.0,1.0
stochastic,20,silverman,imse,1.0,1.0
stochastic,20,silverman,imae,1.0,1.0
stochastic,20,silverman,maxerr,1.0,1.0
stochastic,21,cv,imse,1.0,1.0
stochastic,21,cv,imae,1.0,1.0
stochastic,21,cv,maxerr,1.0,1.0
stochastic,21,loocv,imse,1.0,1.0
stochastic,21,loocv,imae,1.0,1.0
stochastic,21,loocv,maxerr,1.0,1.0
stochastic,21,silverman,imse,1.0,1.0
stochastic,21,silverman,imae,1.0,1.0
stochastic,21,silverman,maxerr,1.0,1.0
stochastic,22,cv,imse,1.0,1.0
stochastic,22,cv,imae,1.0,1.0
stochastic,22,cv,maxerr,1.0,1.0
stochastic,22,loocv,imse,1.0,1.0
stochastic,22,loocv,imae,1.0,1.0
stochastic,22,loocv,maxerr,1.0,1.0
stochastic,22,silverman,imse,1.0,1.0
stochastic,22,silverman,imae,1.0,1.0
stochastic,22,silverman,maxerr,1.0,1.0
stochastic,23,cv,imse,1.0,1.0
stochastic,23,cv,imae,1.0,1.0
stochastic,23,cv,maxerr,1.0,1.0
stochastic,23,loocv,imse,1.0,1.0
stochastic,23,loocv,imae,1.0,1.0
stochastic,23,loocv,maxerr,1.0,1.0
stochastic,23,silverman,imse,1.0,1.0
stochastic,23,silverman,imae,1.0,1.0
stochastic,23,silverman,maxerr,1.0,1.0
stochastic,24,cv,imse,1.0,1.0
stochastic,24,cv,imae,1.0,1.0
stochastic,24,cv,maxerr,1.0,1.0
stochastic,24,loocv,imse,1.0,1.0
stochastic,24,loocv,imae,1.0,1.0
stochastic,24,loocv,maxerr,1.0,1.0
stochastic,24,silverman,imse,1.0,1.0
stochastic,24,silverman,imae,1.0,1.0
stochastic,24,silverman,maxerr,1.0,1.0
stochastic,25,cv,imse,1.0,1.0
stochastic,25,cv,imae,1.0,1.0
stochastic,25,cv,maxerr,1.0,1.0
stochastic,25,loocv,imse,1.0,1.0
stochastic,25,loocv,imae,1.0,1.0
stochastic,25,loocv,maxerr,1.0,1.0
stochastic,25,silverman,imse,1.0,1.0
stochastic,25,silverman,imae,1.0,1.0
stochastic,25,silverman,maxerr,1.0,1.0
stochastic,26,cv,imse,1.0,1.0
stochastic,26,cv,imae,1.0,1.0
stochastic,26,cv,maxerr,1.0,1.0
stochastic,26,loocv,imse,1.0,1.0
stochastic,26,loocv,imae,1.0,1.0
stochastic,26,loocv,maxerr,1.0,1.0
stochastic,26,silverman,imse,1.0,1.0
stochastic,26,silverman,imae,1.0,1.0
stochastic,26,silverman,maxerr,1.0,1.0
stochastic,27,cv,imse,1.0,1.0
stochastic,27,cv,imae,1.0,1.0
stochastic,27,cv,maxerr,1.0,1.0
stochastic,27,loocv,imse,1.0,1.0
stochastic,27,loocv,imae,1.0,1.0
stochastic,27,loocv,maxerr,1.0,1.0
stochastic,27,silverman,imse,1.0,1.0
stochastic,27,silverman,imae,1.0,1.0
stochastic,27,silverman,maxerr,1.0,1.0
stochastic,28,cv,imse,1.0,1.0
stochastic,28,cv,imae,1.0,1.0
stochastic,28,cv,maxerr,1.0,1.0
stochastic,28,loocv,imse,1.0,1.0
stochastic,28,loocv,imae,1.0,1.0
stochastic,28,loocv,maxerr,1.0,1.0
stochastic,28,silverman,imse,1.0,1.0
stochastic,28,silverman,imae,1.0,1.0
stochastic,28,silverman,maxerr,1.0,1.0
stochastic,29,cv,imse,1.0,1.0
stochastic,29,cv,imae,1.0,1.0
stochastic,29,cv,maxerr,1.0,1.0
stochastic,29,loocv,imse,1.0,1.0
stochastic,29,loocv,imae,1.0,1.0
stochastic,29,loocv,maxerr,1.0,1.0
stochastic,30,cv,imse,1.0,1.0
stochastic,30,cv,imae,1.0,1.0
stochastic,30,cv,maxerr,1.0,1.0
stochastic,30,loocv,imse,1.0,1.0
stochastic,30,loocv,imae,1.0,1.0
stochastic,30,loocv,maxerr,1.0,1.0
stochastic,30,silverman,imse,1.0,1.0
stochastic,30,silverman,imae,1.0,1.0
stochastic,30,silverman,maxerr,1.0,1.0
stochastic,31,cv,imse,1.0,1.0
stochastic,31,cv,imae,1.0,1.0
stochastic,31,cv,maxerr,1.0,1.0
stochastic,31,loocv,imse,1.0,1.0
stochastic,31,loocv,imae,1.0,1.0
stochastic,31,loocv,maxerr,1.0,1.0
stochastic,31,silverman,imse,1.0,1.0
stochastic,31,silverman,imae,1.0,1.0
stochastic,31,silverman,maxerr,1.0,1.0
stochastic,33,cv,imse,1.0,1.0
stochastic,33,cv,imae,1.0,1.0
stochastic,33,cv,maxerr,1.0,1.0
stochastic,33,loocv,imse,1.0,1.0
stochastic,33,loocv,imae,1.0,1.0
stochastic,33,loocv,maxerr,1.0,1.0
stochastic,33,silverman,imse,1.0,1.0
stochastic,33,silverman,imae,1.0,1.0
stochastic,33,silverman,maxerr,1.0,1.0
stochastic,34,cv,imse,1.0,1.0
stochastic,34,cv,imae,1.0,1.0
stochastic,34,cv,maxerr,1.0,1.0
stochastic,34,loocv,imse,1.0,1.0
stochastic,34,loocv,imae,1.0,1.0
stochastic,34,loocv,maxerr,1.0,1.0
stochastic,34,silverman,imse,1.0,1.0
stochastic,34,silverman,imae,1.0,1.0
stochastic,34,silverman,maxerr,1.0,1.0
stochastic,35,cv,imse,1.0,1.0
stochastic,35,cv,imae,1.0,1.0
stochastic,35,cv,maxerr,1.0,1.0
stochastic,35,loocv,imse,1.0,1.0
stochastic,35,loocv,imae,1.0,1.0
stochastic,35,loocv,maxerr,1.0,1.0
stochastic,35,silverman,imse,1.0,1.0
stochastic,35,silverman,imae,1.0,1.0
stochastic,35,silverman,maxerr,1.0,1.0
stochastic,36,cv,imse,1.0,1.0
stochastic,36,cv,imae,1.0,1.0
stochastic,36,cv,maxerr,1.0,1.0
stochastic,36,loocv,imse,1.0,1.0
stochastic,36,loocv,imae,1.0,1.0
stochastic,36,loocv,maxerr,1.0,1.0
stochastic,36,silverman,imse,1.0,1.0
stochastic,36,silverman,imae,1.0,1.0
stochastic,36,silverman,maxerr,1.0,1.0
stochastic,37,cv,imse,1.0,1.0
stochastic,37,cv,imae,1.0,1.0
stochastic,37,cv,maxerr,1.0,1.0
stochastic,37,loocv,imse,1.0,1.0
stochastic,37,loocv,imae,1.0,1.0
stochastic,37,loocv,maxerr,1.0,1.0
stochastic,37,silverman,imse,1.0,1.0
stochastic,37,silverman,imae,1.0,1.0
stochastic,37,silverman,maxerr,1.0,1.0
stochastic,38,cv,imse,1.0,1.0
stochastic,38,cv,imae,1.0,1.0
stochastic,38,cv,maxerr,1.0,1.0
stochastic,38,loocv,imse,1.0,1.0
stochastic,38,loocv,imae,1.0,1.0
stochastic,38,loocv,maxerr,1.0,1.0
stochastic,38,silverman,imse,1.0,1.0
stochastic,38,silverman,imae,1.0,1.0
stochastic,38,silverman,maxerr,1.0,1.0
stochastic,39,cv,imse,1.0,1.0
stochastic,39,cv,imae,1.0,1.0
stochastic,39,cv,maxerr,1.0,1.0
stochastic,39,loocv,imse,1.0,1.0
stochastic,39,loocv,imae,1.0,1.0
stochastic,39,loocv,maxerr,1.0,1.0
stochastic,39,silverman,imse,1.0,1.0
stochastic,39,silverman,imae,1.0,1.0
stochastic,39,silverman,maxerr,1.0,1.0
stochastic,40,cv,imse,1.0,1.0
stochastic,40,cv,imae,1.0,1.0
stochastic,40,cv,maxerr,1.0,1.0
stochastic,40,loocv,imse,1.0,1.0
stochastic,40,loocv,imae,1.0,1.0
stochastic,40,loocv,maxerr,1.0,1.0
stochastic,40,silverman,imse,1.0,1.0
stochastic,40,silverman,imae,1.0,1.0
stochastic,40,silverman,maxerr,1.0,1.0
stochastic,42,cv,imse,1.0,1.0
stochastic,42,cv,imae,1.0,1.0
stochastic,42,cv,maxerr,1.0,1.0
stochastic,42,loocv,imse,1.0,1.0
stochastic,42,loocv,imae,1.0,1.0
stochastic,42,loocv,maxerr,1.0,1.0
stochastic,42,silverman,imse,1.0,1.0
stochastic,42,silverman,imae,1.0,1.0
stochastic,42,silverman,maxerr,1.0,1.0
stochastic,43,cv,imse,1.0,1.0
stochastic,43,cv,imae,1.0,1.0
stochastic,43,cv,maxerr,1.0,1.0
stochastic,43,loocv,imse,1.0,1.0
stochastic,43,loocv,imae,1.0,1.0
stochastic,43,loocv,maxerr,1.0,1.0
stochastic,43,silverman,imse,1.0,1.0
stochastic,43,silverman,imae,1.0,1.0
stochastic,43,silverman,maxerr,1.0,1.0
stochastic,44,cv,imse,1.0,1.0
stochastic,44,cv,imae,1.0,1.0
stochastic,44,cv,maxerr,1.0,1.0
stochastic,44,loocv,imse,1.0,1.0
stochastic,44,loocv,imae,1.0,1.0
stochastic,44,loocv,maxerr,1.0,1.0
stochastic,44,silverman,imse,1.0,1.0
stochastic,44,silverman,imae,1.0,1.0
stochastic,44,silverman,maxerr,1.0,1.0
stochastic,46,cv,imse,1.0,1.0
stochastic,46,cv,imae,1.0,1.0
stochastic,46,cv,maxerr,1.0,1.0
stochastic,46,loocv,imse,1.0,1.0
stochastic,46,loocv,imae,1.0,1.0
stochastic,46,loocv,maxerr,1.0,1.0
stochastic,46,silverman,imse,1.0,1.0
stochastic,46,silverman,imae,1.0,1.0
stochastic,46,silverman,maxerr,1.0,1.0
stochastic,49,cv,imse,1.0,1.0
stochastic,49,cv,imae,1.0,1.0
stochastic,49,cv,maxerr,1.0,1.0
stochastic,49,loocv,imse,1.0,1.0
stochastic,49,loocv,imae,1.0,1.0
stochastic,49,loocv,maxerr,1.0,1.0
stochastic,52,cv,imse,1.0,1.0
stochastic,52,cv,imae,1.0,1.0
stochastic,52,cv,maxerr,1.0,1.0
stochastic,52,loocv,imse,1.0,1.0
stochastic,52,loocv,imae,1.0,1.0
stochastic,52,loocv,maxerr,1.0,1.0
stochastic,54,cv,imse,1.0,1.0
stochastic,54,cv,imae,1.0,1.0
stochastic,54,cv,maxerr,1.0,1.0
stochastic,54,loocv,imse,1.0,1.0
stochastic,54,loocv,imae,1.0,1.0
stochastic,54,loocv,maxerr,1.0,1.0
stochastic,54,silverman,imse,1.0,1.0
stochastic,54,silverman,imae,1.0,1.0
stochastic,54,silverman,maxerr,1.0,1.0
stochastic,55,cv,imse,1.0,1.0
stochastic,55,cv,imae,1.0,1.0
stochastic,55,cv,maxerr,1.0,1.0
stochastic,55,loocv,imse,1.0,1.0
stochastic,55,loocv,imae,1.0,1.0
stochastic,55,loocv,maxerr,1.0,1.0
stochastic,55,silverman,imse,1.0,1.0
stochastic,55,silverman,imae,1.0,1.0
stochastic,55,silverman,maxerr,1.0,1.0
stochastic,56,cv,imse,1.0,1.0
stochastic,56,cv,imae,1.0,1.0
stochastic,56,cv,maxerr,1.0,1.0
stochastic,56,loocv,imse,1.0,1.0
stochastic,56,loocv,imae,1.0,1.0
stochastic,56,loocv,maxerr,1.0,1.0
stochastic,56,silverman,imse,1.0,1.0
stochastic,56,silverman,imae,1.0,1.0
stochastic,56,silverman,maxerr,1.0,1.0
stochastic,57,cv,imse,1.0,1.0
stochastic,57,cv,imae,1.0,1.0
stochastic,57,cv,maxerr,1.0,1.0
stochastic,57,loocv,imse,1.0,1.0
stochastic,57,loocv,imae,1.0,1.0
stochastic,57,loocv,maxerr,1.0,1.0
stochastic,57,silverman,imse,1.0,1.0
stochastic,57,silverman,imae,1.0,1.0
stochastic,57,silverman,maxerr,1.0,1.0
stochastic,58,cv,imse,1.0,1.0
stochastic,58,cv,imae,1.0,1.0
stochastic,58,cv,maxerr,1.0,1.0
stochastic,58,loocv,imse,1.0,1.0
stochastic,58,loocv,imae,1.0,1.0
stochastic,58,loocv,maxerr,1.0,1.0
stochastic,58,silverman,imse,1.0,1.0
stochastic,58,silverman,imae,1.0,1.0
stochastic,58,silverman,maxerr,1.0,1.0
stochastic,59,cv,imse,1.0,1.0
stochastic,59,cv,imae,1.0,1.0
stochastic,59,cv,maxerr,1.0,1.0
stochastic,59,loocv,imse,1.0,1.0
stochastic,59,loocv,imae,1.0,1.0
stochastic,59,loocv,maxerr,1.0,1.0
stochastic,59,silverman,imse,1.0,1.0
stochastic,59,silverman,imae,1.0,1.0
stochastic,59,silverman,maxerr,1.0,1.0
stochastic,60,cv,imse,1.0,1.0
stochastic,60,cv,imae,1.0,1.0
stochastic,60,cv,maxerr,1.0,1.0
stochastic,60,loocv,imse,1.0,1.0
stochastic,60,loocv,imae,1.0,1.0
stochastic,60,loocv,maxerr,1.0,1.0
stochastic,60,silverman,imse,1.0,1.0
stochastic,60,silverman,imae,1.0,1.0
stochastic,60,silverman,maxerr,1.0,1.0
stochastic,61,cv,imse,1.0,1.0
stochastic,61,cv,imae,1.0,1.0
stochastic,61,cv,maxerr,1.0,1.0
stochastic,61,loocv,imse,1.0,1.0
stochastic,61,loocv,imae,1.0,1.0
stochastic,61,loocv,maxerr,1.0,1.0
stochastic,61,silverman,imse,1.0,1.0
stochastic,61,silverman,imae,1.0,1.0
stochastic,61,silverman,maxerr,1.0,1.0
stochastic,62,silverman,imse,1.0,1.0
stochastic,62,silverman,imae,1.0,1.0
stochastic,62,silverman,maxerr,1.0,1.0
stochastic,65,cv,imse,1.0,1.0
stochastic,65,cv,imae,1.0,1.0
stochastic,65,cv,maxerr,1.0,1.0
stochastic,65,loocv,imse,1.0,1.0
stochastic,65,loocv,imae,1.0,1.0
stochastic,65,loocv,maxerr,1.0,1.0
stochastic,65,silverman,imse,1.0,1.0
stochastic,65,silverman,imae,1.0,1.0
stochastic,65,silverman,maxerr,1.0,1.0
stochastic,66,silverman,imse,1.0,1.0
stochastic,66,silverman,imae,1.0,1.0
stochastic,66,silverman,maxerr,1.0,1.0
stochastic,67,cv,imse,1.0,1.0
stochastic,67,cv,imae,1.0,1.0
stochastic,67,cv,maxerr,1.0,1.0
stochastic,67,loocv,imse,1.0,1.0
stochastic,67,loocv,imae,1.0,1.0
stochastic,67,loocv,maxerr,1.0,1.0
stochastic,67,silverman,imse,1.0,1.0
stochastic,67,silverman,imae,1.0,1.0
stochastic,67,silverman,maxerr,1.0,1.0
stochastic,68,cv,imse,1.0,1.0
stochastic,68,cv,imae,1.0,1.0
stochastic,68,cv,maxerr,1.0,1.0
stochastic,68,loocv,imse,1.0,1.0
stochastic,68,loocv,imae,1.0,1.0
stochastic,68,loocv,maxerr,1.0,1.0
stochastic,68,silverman,imse,1.0,1.0
stochastic,68,silverman,imae,1.0,1.0
stochastic,68,silverman,maxerr,1.0,1.0
stochastic,69,cv,imse,1.0,1.0
stochastic,69,cv,imae,1.0,1.0
stochastic,69,cv,maxerr,1.0,1.0
stochastic,69,loocv,imse,1.0,1.0
stochastic,69,loocv,imae,1.0,1.0
stochastic,69,loocv,maxerr,1.0,1.0
stochastic,69,silverman,imse,1.0,1.0
stochastic,69,silverman,imae,1.0,1.0
stochastic,69,silverman,maxerr,1.0,1.0
stochastic,70,cv,imse,1.0,1.0
stochastic,70,cv,imae,1.0,1.0
stochastic,70,cv,maxerr,1.0,1.0
stochastic,70,loocv,imse,1.0,1.0
stochastic,70,loocv,imae,1.0,1.0
stochastic,70,loocv,maxerr,1.0,1.0
stochastic,70,silverman,imse,1.0,1.0
stochastic,70,silverman,imae,1.0,1.0
stochastic,70,silverman,maxerr,1.0,1.0
stochastic,73,cv,imse,1.0,1.0
stochastic,73,cv,imae,1.0,1.0
stochastic,73,cv,maxerr,1.0,1.0
stochastic,73,loocv,imse,1.0,1.0
stochastic,73,loocv,imae,1.0,1.0
stochastic,73,loocv,maxerr,1.0,1.0
stochastic,73,silverman,imse,1.0,1.0
stochastic,73,silverman,imae,1.0,1.0
stochastic,73,silverman,maxerr,1.0,1.0
stochastic,74,loocv,imse,1.0,1.0
stochastic,74,loocv,imae,1.0,1.0
stochastic,74,loocv,maxerr,1.0,1.0
stochastic,75,cv,imse,1.0,1.0
stochastic,75,cv,imae,1.0,1.0
stochastic,75,cv,maxerr,1.0,1.0
stochastic,75,loocv,imse,1.0,1.0
stochastic,75,loocv,imae,1.0,1.0
stochastic,75,loocv,maxerr,1.0,1.0
stochastic,75,silverman,imse,1.0,1.0
stochastic,75,silverman,imae,1.0,1.0
stochastic,75,silverman,maxerr,1.0,1.0
stochastic,76,cv,imse,1.0,1.0
stochastic,76,cv,imae,1.0,1.0
stochastic,76,cv,maxerr,1.0,1.0
stochastic,76,loocv,imse,1.0,1.0
stochastic,76,loocv,imae,1.0,1.0
stochastic,76,loocv,maxerr,1.0,1.0
stochastic,76,silverman,imse,1.0,1.0
stochastic,76,silverman,imae,1.0,1.0
stochastic,76,silverman,maxerr,1.0,1.0
stochastic,77,cv,imse,1.0,1.0
stochastic,77,cv,imae,1.0,1.0
stochastic,77,cv,maxerr,1.0,1.0
stochastic,77,loocv,imse,1.0,1.0
stochastic,77,loocv,imae,1.0,1.0
stochastic,77,loocv,maxerr,1.0,1.0
stochastic,77,silverman,imse,1.0,1.0
stochastic,77,silverman,imae,1.0,1.0
stochastic,77,silverman,maxerr,1.0,1.0
stochastic,78,cv,imse,1.0,1.0
stochastic,78,cv,imae,1.0,1.0
stochastic,78,cv,maxerr,1.0,1.0
stochastic,78,loocv,imse,1.0,1.0
stochastic,78,loocv,imae,1.0,1.0
stochastic,78,loocv,maxerr,1.0,1.0
stochastic,78,silverman,imse,1.0,1.0
stochastic,78,silverman,imae,1.0,1.0
stochastic,78,silverman,maxerr,1.0,1.0
stochastic,79,loocv,imse,1.0,1.0
stochastic,79,loocv,imae,1.0,1.0
stochastic,79,loocv,maxerr,1.0,1.0
stochastic,79,silverman,imse,1.0,1.0
stochastic,79,silverman,imae,1.0,1.0
stochastic,79,silverman,maxerr,1.0,1.0
stochastic,80,cv,imse,1.0,1.0
stochastic,80,cv,imae,1.0,1.0
stochastic,80,cv,maxerr,1.0,1.0
stochastic,80,loocv,imse,1.0,1.0
stochastic,80,loocv,imae,1.0,1.0
stochastic,80,loocv,maxerr,1.0,1.0
stochastic,80,silverman,imse,1.0,1.0
stochastic,80,silverman,imae,1.0,1.0
stochastic,80,silverman,maxerr,1.0,1.0
stochastic,82,loocv,imse,1.0,1.0
stochastic,82,loocv,imae,1.0,1.0
stochastic,82,loocv,maxerr,1.0,1.0
stochastic,82,silverman,imse,1.0,1.0
stochastic,82,silverman,imae,1.0,1.0
stochastic,82,silverman,maxerr,1.0,1.0
stochastic,83,cv,imse,1.0,1.0
stochastic,83,cv,imae,1.0,1.0
stochastic,83,cv,maxerr,1.0,1.0
stochastic,83,loocv,imse,1.0,1.0
stochastic,83,loocv,imae,1.0,1.0
stochastic,83,loocv,maxerr,1.0,1.0
stochastic,83,silverman,imse,1.0,1.0
stochastic,83,silverman,imae,1.0,1.0
stochastic,83,silverman,maxerr,1.0,1.0
stochastic,84,cv,imse,1.0,1.0
stochastic,84,cv,imae,1.0,1.0
stochastic,84,cv,maxerr,1.0,1.0
stochastic,84,loocv,imse,1.0,1.0
stochastic,84,loocv,imae,1.0,1.0
stochastic,84,loocv,maxerr,1.0,1.0
stochastic,85,cv,imse,1.0,1.0
stochastic,85,cv,imae,1.0,1.0
stochastic,85,cv,maxerr,1.0,1.0
stochastic,85,loocv,imse,1.0,1.0
stochastic,85,loocv,imae,1.0,1.0
stochastic,85,loocv,maxerr,1.0,1.0
stochastic,85,silverman,imse,1.0,1.0
stochastic,85,silverman,imae,1.0,1.0
stochastic,85,silverman,maxerr,1.0,1.0
stochastic,86,cv,imse,1.0,1.0
stochastic,86,cv,imae,1.0,1.0
stochastic,86,cv,maxerr,1.0,1.0
stochastic,86,loocv,imse,1.0,1.0
stochastic,86,loocv,imae,1.0,1.0
stochastic,86,loocv,maxerr,1.0,1.0
stochastic,86,silverman,imse,1.0,1.0
stochastic,86,silverman,imae,1.0,1.0
stochastic,86,silverman,maxerr,1.0,1.0
stochastic,87,cv,imse,1.0,1.0
stochastic,87,cv,imae,1.0,1.0
stochastic,87,cv,maxerr,1.0,1.0
stochastic,87,loocv,imse,1.0,1.0
stochastic,87,loocv,imae,1.0,1.0
stochastic,87,loocv,maxerr,1.0,1.0
stochastic,87,silverman,imse,1.0,1.0
stochastic,87,silverman,imae,1.0,1.0
stochastic,87,silverman,maxerr,1.0,1.0
stochastic,88,cv,imse,1.0,1.0
stochastic,88,cv,imae,1.0,1.0
stochastic,88,cv,maxerr,1.0,1.0
stochastic,88,loocv,imse,1.0,1.0
stochastic,88,loocv,imae,1.0,1.0
stochastic,88,loocv,maxerr,1.0,1.0
stochastic,88,silverman,imse,1.0,1.0
stochastic,88,silverman,imae,1.0,1.0
stochastic,88,silverman,maxerr,1.0,1.0
stochastic,90,cv,imse,1.0,1.0
stochastic,90,cv,imae,1.0,1.0
stochastic,90,cv,maxerr,1.0,1.0
stochastic,90,loocv,imse,1.0,1.0
stochastic,90,loocv,imae,1.0,1.0
stochastic,90,loocv,maxerr,1.0,1.0
stochastic,90,silverman,imse,1.0,1.0
stochastic,90,silverman,imae,1.0,1.0
stochastic,90,silverman,maxerr,1.0,1.0
stochastic,91,cv,imse,1.0,1.0
stochastic,91,cv,imae,1.0,1.0
stochastic,91,cv,maxerr,1.0,1.0
stochastic,91,loocv,imse,1.0,1.0
stochastic,91,loocv,imae,1.0,1.0
stochastic,91,loocv,maxerr,1.0,1.0
stochastic,91,silverman,imse,1.0,1.0
stochastic,91,silverman,imae,1.0,1.0
stochastic,91,silverman,maxerr,1.0,1.0
stochastic,93,cv,imse,1.0,1.0
stochastic,93,cv,imae,1.0,1.0
stochastic,93,cv,maxerr,1.0,1.0
stochastic,93,loocv,imse,1.0,1.0
stochastic,93,loocv,imae,1.0,1.0
stochastic,93,loocv,maxerr,1.0,1.0
stochastic,93,silverman,imse,1.0,1.0
stochastic,93,silverman,imae,1.0,1.0
stochastic,93,silverman,maxerr,1.0,1.0
stochastic,96,loocv,imse,1.0,1.0
stochastic,96,loocv,imae,1.0,1.0
stochastic,96,loocv,maxerr,1.0,1.0
stochastic,97,cv,imse,1.0,1.0
stochastic,97,cv,imae,1.0,1.0
stochastic,97,cv,maxerr,1.0,1.0
stochastic,97,loocv,imse,1.0,1.0
stochastic,97,loocv,imae,1.0,1.0
stochastic,97,loocv,maxerr,1.0,1.0
stochastic,97,silverman,imse,1.0,1.0
stochastic,97,silverman,imae,1.0,1.0
